date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,price,charge,discharge,emergency,spill,soc,g0,initial_soc,adjustment_cost,lag_observation,planned_cost,emergency_cost,total_cost
2025-01-06,0,2025-01-06 00:10:00,0,607.39446666666663,3644.3667999999998,0,0,0,0,0.42480000000000001,0,0,607.39446666666663,0,6000,0,6000,0,608.25166666666667,0,1290.1058472,1290.1058472
2025-01-06,1,2025-01-06 00:20:00,0,611.22738333333336,3667.3643000000002,0,0,0,0,0.42449999999999999,0,0,611.22738333333336,0,6000,0,6000,0,607.39446666666663,0,1297.330121125,1297.330121125
2025-01-06,2,2025-01-06 00:30:00,0,608.89333333333332,3653.3600000000001,0,0,0,0,0.4269,0,0,608.89333333333332,0,6000,0,6000,0,611.22738333333336,0,1299.68282,1299.68282
2025-01-06,3,2025-01-06 00:40:00,0,609.80783333333329,3658.8470000000002,0,0,0,0,0.42720000000000002,0,0,609.80783333333329,0,6000,0,6000,0,608.89333333333332,0,1302.549532,1302.549532
2025-01-06,4,2025-01-06 00:50:00,0,625.63601666666659,3753.8161,0,0,0,0,0.42709999999999998,0,0,625.63601666666659,0,6000,0,6000,0,609.80783333333329,0,1336.0457135916665,1336.0457135916665
2025-01-06,5,2025-01-06 01:00:00,0,638.51666666666665,3831.0999999999999,0,0,0,0,0.42849999999999999,0,0,638.51666666666665,0,6000,0,6000,0,625.63601666666659,0,1368.0219583333333,1368.0219583333333
2025-01-06,6,2025-01-06 01:10:00,0,623.81033333333335,3742.8620000000001,0,0,0,0,0.43109999999999998,0,0,623.81033333333335,0,6000,0,6000,0,638.51666666666665,0,1344.6231735000001,1344.6231735000001
2025-01-06,7,2025-01-06 01:20:00,0,644.55664999999999,3867.3398999999999,0,0,0,0,0.43020000000000003,0,0,644.55664999999999,0,6000,0,6000,0,623.81033333333335,0,1386.4413541500001,1386.4413541500001
2025-01-06,8,2025-01-06 01:30:00,0,678.86833333333334,4073.21,0,0,0,0,0.4279,0,0,678.86833333333334,0,6000,0,6000,0,644.55664999999999,0,1452.4387991666667,1452.4387991666667
2025-01-06,9,2025-01-06 01:40:00,0,643.45933333333323,3860.7559999999999,0,0,0,0,0.43120000000000003,0,0,643.45933333333323,0,6000,0,6000,0,678.86833333333334,0,1387.2983226666665,1387.2983226666665
