date,K,M,S,initial_soc,final_soc,cost,emergency_kwh,computational_limited
2025-02-01,2,16,16,8482.7663850000008,8697.4071293517936,22769.044699228889,16.200301214323531,False
2025-02-02,2,17,17,8697.4071293517936,8603.1508781546127,56487.064797271101,0,False
2025-02-03,2,18,18,8603.1508781546127,8498.5090218130445,55800.575734160055,24.320542722519605,False
2025-02-04,2,19,19,8498.5090218130445,8621.8660891032523,55807.911601696578,81.4987681544265,False
2025-02-05,2,20,20,8621.8660891032523,8387.4580355632297,54581.26420563025,18.153149381677338,False
2025-02-06,2,21,21,8387.4580355632297,8378.9786725227605,54728.520935109089,0,False
2025-02-07,2,22,22,8378.9786725227605,8490.6914741698274,21795.719464489019,0.39956648732294298,False
2025-02-08,2,23,23,8490.6914741698274,8467.2593416416421,19691.201051847969,0,False
2025-02-09,2,24,24,8467.2593416416421,8072.2123814428223,54745.91022798176,414.61521865112212,False
2025-02-10,2,25,25,8072.2123814428223,8070.2414313225254,53126.307405947795,17.983673226973451,False
2025-02-11,2,26,26,8070.2414313225254,7994.6557522200765,52460.458143232747,36.906316895728196,False
2025-02-12,2,27,27,7994.6557522200765,8024.7020846786509,51841.299293756099,1.2900056894908403,False
2025-02-13,2,28,28,8024.7020846786509,7296.5575446959356,50997.640777260283,36.049737793341933,False
2025-02-14,2,29,29,7296.5575446959356,7105.3673450730548,18664.271314583493,12.551414710573795,False
2025-02-15,2,30,30,7105.3673450730548,7966.0861119325655,19380.844448118576,85.400241128782284,False
2025-02-16,2,31,31,7966.0861119325655,7760.2244739267035,54957.077241144485,1048.9748516363895,False
2025-02-17,2,32,32,7760.2244739267035,8133.7811925458527,48987.076707525812,3.8227354555323245,False
2025-02-18,2,33,33,8133.7811925458527,8294.7402455412248,48560.82349910646,0,False
2025-02-19,2,34,34,8294.7402455412248,7746.7170359354113,48635.43784770435,105.34018270069878,False
2025-02-20,2,35,35,7746.7170359354113,6778.3792762040011,47573.456684090655,6.7743217434638154,False
2025-02-21,2,36,36,6778.3792762040011,6665.2984357991436,17967.639929521851,0,False
2025-02-22,2,37,37,6665.2984357991436,7939.2022972776867,18603.955373040895,33.183282305339901,False
2025-02-23,2,38,38,7939.2022972776867,7771.2549176190032,47218.908238026794,84.806454435515519,False
2025-02-24,2,39,39,7771.2549176190032,7912.6714350566772,47133.845376189784,43.167992940434715,False
