date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,price,price_forecast,grid,charge_plan,discharge_plan,called,unused,charge,discharge,emergency,spill,soc,total_surplus,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-12-15,0,2025-12-15 00:10:00,0,572.62831666666659,3435.7698999999998,0,0.43990000000000001,0.44345382340889683,1456.7201432897778,833.33333333333326,0,1405.9616499999997,50.758493289778016,833.33333333333326,0,0,0,1950.0000000000018,50.758493289778016,1456.7201432897778,1200.0000000000018,640.81119103317326,0,0,640.81119103317326
2025-12-15,1,2025-12-15 00:20:00,0,570.9348,3425.6088,0,0.42030000000000001,0.45452458235915216,1454.4291553682276,833.33333333333326,0,1404.2681333333333,50.161022034894359,833.33333333333326,0,0,0,2700.0000000000018,50.161022034894359,1454.4291553682276,1200.0000000000018,611.29657400126609,0,0,611.29657400126609
2025-12-15,2,2025-12-15 00:30:00,0,613.0916666666667,3678.5500000000002,0,0.44,0.45477400239403737,1439.3479581882079,833.33333333333326,0,1439.3479581882079,0,833.33333333333326,0,7.0770418117920144,0,3450.0000000000018,0,1439.3479581882079,1200.0000000000018,633.31310160281146,0,15.569491985942433,648.88259358875393
2025-12-15,3,2025-12-15 00:40:00,0,606.19554999999991,3637.1732999999999,0,0.48130000000000001,0.44820939531604465,1453.7834387702474,833.33333333333326,0,1439.5288833333332,14.254555436914188,833.33333333333326,0,0,0,4200.0000000000018,14.254555436914188,1453.7834387702474,1200.0000000000018,699.7059690801201,0,0,699.7059690801201
2025-12-15,4,2025-12-15 00:50:00,0,616.73718333333329,3700.4231,0,0.48060000000000003,0.45770364744447972,1467.427200768796,833.33333333333326,0,1450.0705166666667,17.356684102129293,833.33333333333326,0,0,0,4950.0000000000018,17.356684102129293,1467.427200768796,1200.0000000000018,705.24551268948335,0,0,705.24551268948335
2025-12-15,5,2025-12-15 01:00:00,0,647.57999999999993,3885.48,0,0.44469999999999998,0.48462176981462368,1291.2444451286167,666.66666666666458,0,1291.2444451286167,0,666.66666666666458,0,23.002221538047934,0,5550,0,1291.2444451286167,1200.0000000000018,574.21640474869582,0,51.14543958984958,625.36184433854544
2025-12-15,6,2025-12-15 01:10:00,0,628.60413333333327,3771.6248000000001,0,0.43930000000000002,0.50459417365923409,639.00281066001423,0,0,628.60413333333327,10.398677326680968,0,0,0,0,5550,10.398677326680968,639.00281066001423,1200.0000000000018,280.71393472294426,0,0,280.71393472294426
2025-12-15,7,2025-12-15 01:20:00,0,614.5305166666667,3687.1831000000002,0,0.44340000000000002,0.48153420775255773,627.06631428720095,0,0,614.5305166666667,12.535797620534254,0,0,0,0,5550,12.535797620534254,627.06631428720095,1200.0000000000018,278.04120375494489,0,0,278.04120375494489
2025-12-15,8,2025-12-15 01:30:00,0,615.30499999999995,3691.8299999999999,0,0.44069999999999998,0.45231336171482356,1480.8863795382367,833.33333333333326,0,1448.6383333333333,32.248046204903403,833.33333333333326,0,0,0,6300,32.248046204903403,1480.8863795382367,1200.0000000000018,652.62662746250089,0,0,652.62662746250089
2025-12-15,9,2025-12-15 01:40:00,0,591.87081666666666,3551.2249000000002,0,0.44390000000000002,0.48471973491018161,660.84795204038517,0,0,591.87081666666666,68.977135373718511,0,0,0,0,6300,68.977135373718511,660.84795204038517,1200.0000000000018,293.35040591072698,0,0,293.35040591072698
2025-12-15,10,2025-12-15 01:50:00,0,613.00988333333328,3678.0592999999999,0,0.46999999999999997,0.50358916920721752,657.03209788473305,0,0,613.00988333333328,44.02221455139977,0,0,0,0,6300,44.02221455139977,657.03209788473305,1200.0000000000018,308.80508600582453,0,0,308.80508600582453
2025-12-15,11,2025-12-15 02:00:00,0,668.16999999999996,4009.02,0,0.47510000000000002,0.4816579310743716,635.66345016780713,0,0,635.66345016780713,0,0,0,32.506549832192832,0,6300,0,635.66345016780713,1200.0000000000018,302.00370517472516,0,77.219309126374071,379.22301430109923
2025-12-15,12,2025-12-15 02:10:00,0,668.27839999999992,4009.6704,0,0.4083,0.46790526604909366,1497.0795522864985,833.33333333333326,0,1497.0795522864985,0,833.33333333333326,0,4.5321810468346939,0,7050,0,1497.0795522864985,1200.0000000000018,611.25758119857733,0,9.2524476071130284,620.51002880569035
2025-12-15,13,2025-12-15 02:20:00,0,638.4539166666666,3830.7235000000001,0,0.42649999999999999,0.47421590675573355,1521.3323448085171,833.33333333333326,0,1471.7872499999999,49.545094808517206,833.33333333333326,0,0,0,7800,49.545094808517206,1521.3323448085171,1200.0000000000018,648.84824506083248,0,0,648.84824506083248
2025-12-15,14,2025-12-15 02:30:00,0,626.89999999999998,3761.4000000000001,0,0.5161,0.48357394582160457,679.05408240600934,0,0,626.89999999999998,52.154082406009366,0,0,0,0,7800,52.154082406009366,679.05408240600934,1200.0000000000018,350.45981192974142,0,0,350.45981192974142
