date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,price,price_forecast,grid,charge_plan,discharge_plan,called,unused,charge,discharge,emergency,spill,soc,total_surplus,g0,initial_soc,planned_cost,adjustment_cost,emergency_cost,total_cost,hour_right,delta_grid_kwh
2025-02-01,0,2025-02-01 00:10:00,0,422.03036666666668,2532.1822000000002,0,0.3281,0.34409455094584473,1291.2099532431514,833.33333333333326,0,1255.3636999999999,35.846253243151523,833.33333333333326,0,0,0,6750,35.846253243151523,1291.2099532431514,6000,423.64598565907795,0,0,423.64598565907795,0.16666666666666666,0
2025-02-01,1,2025-02-01 00:20:00,0,415.4073166666667,2492.4439000000002,0,0.32569999999999999,0.3520965122691736,466.68463783892236,0,0,415.4073166666667,51.277321172255654,0,0,0,0,6750,51.277321172255654,466.68463783892236,6000,151.99918654413702,0,0,151.99918654413702,0.33333333333333331,0
2025-02-01,2,2025-02-01 00:30:00,0,410.7166666666667,2464.3000000000002,0,0.30409999999999998,0.31743501103041738,1294.3752173285134,833.33333333333326,0,1244.05,50.325217328513418,833.33333333333326,0,0,0,7500,50.325217328513418,1294.3752173285134,6000,393.61950358960087,0,0,393.61950358960087,0.5,0
2025-02-01,3,2025-02-01 00:40:00,0,430.29479999999995,2581.7687999999998,0,0.31259999999999999,0.33547766418492325,1312.4458039399174,833.33333333333326,0,1263.6281333333332,48.817670606584215,833.33333333333326,0,0,0,8250,48.817670606584215,1312.4458039399174,6000,410.27055831161817,0,0,410.27055831161817,0.66666666666666663,0
2025-02-01,4,2025-02-01 00:50:00,0,424.41058333333331,2546.4634999999998,0,0.3286,0.3738860927621262,506.7578618420506,0,0,424.41058333333331,82.347278508717295,0,0,0,0,8250,82.347278508717295,506.7578618420506,6000,166.52063340129783,0,0,166.52063340129783,0.83333333333333337,0
2025-02-01,5,2025-02-01 01:00:00,0,406.05166666666662,2436.3099999999999,0,0.34379999999999999,0.38833384191636566,499.74215911154516,0,0,406.05166666666662,93.690492444878544,0,0,0,0,8250,93.690492444878544,499.74215911154516,6000,171.81135430254923,0,0,171.81135430254923,1,0
2025-02-01,6,2025-02-01 01:10:00,0,436.75018333333333,2620.5011,0,0.37040000000000001,0.3716975619220747,500.77804245732602,0,0,436.75018333333333,64.027859123992698,0,0,0,0,8250,64.027859123992698,500.77804245732602,6000,185.48818692619355,0,0,185.48818692619355,1.1666666666666667,0
2025-02-01,7,2025-02-01 01:20:00,0,451.79768333333328,2710.7860999999998,0,0.37459999999999999,0.35644102682584244,1338.9728178646976,833.33333333333326,0,1285.1310166666665,53.841801198031135,833.33333333333326,0,0,0,9000,53.841801198031135,1338.9728178646976,6000,501.57921757211574,0,0,501.57921757211574,1.3333333333333333,0
2025-02-01,8,2025-02-01 01:30:00,0,446.07999999999998,2676.48,0,0.36059999999999998,0.35898346368003081,482.91692851026795,0,0,446.07999999999998,36.836928510267967,0,0,0,0,9000,36.836928510267967,482.91692851026795,6000,174.1398444208026,0,0,174.1398444208026,1.5,0
2025-02-01,9,2025-02-01 01:40:00,0,471.76633333333331,2830.598,0,0.35820000000000002,0.36561753974530803,509.00722483223939,0,0,471.76633333333331,37.24089149890608,0,0,0,0,9000,37.24089149890608,509.00722483223939,6000,182.32638793490815,0,0,182.32638793490815,1.6666666666666667,0
2025-02-01,10,2025-02-01 01:50:00,0,448.02596666666665,2688.1558,0,0.30409999999999998,0.35685925946210251,848.844910840068,333.33333333333331,0,781.35929999999996,67.485610840068034,333.33333333333331,0,0,0,9300,67.485610840068034,848.844910840068,6000,258.13373738646465,0,0,258.13373738646465,1.8333333333333333,0
2025-02-01,11,2025-02-01 02:00:00,0,397.40333333333331,2384.4200000000001,0,0.25369999999999998,0.34065685584050243,1364.5502020981287,833.33333333333326,0,1230.7366666666667,133.81353543146201,833.33333333333326,0,0,0,10050,133.81353543146201,1364.5502020981287,6000,346.18638627229524,0,0,346.18638627229524,2,0
2025-02-01,12,2025-02-01 02:10:00,0,434.0906333333333,2604.5437999999999,0,0.33460000000000001,0.344937693876194,1344.1039615634788,833.33333333333326,0,1267.4239666666665,76.679994896812332,833.33333333333326,0,0,0,10800,76.679994896812332,1344.1039615634788,6000,449.73718553914006,0,0,449.73718553914006,2.1666666666666665,0
2025-02-01,13,2025-02-01 02:20:00,0,490.56091666666663,2943.3654999999999,0,0.39710000000000001,0.36368991067825146,538.03007796301893,0,0,490.56091666666663,47.469161296352297,0,0,0,0,10800,47.469161296352297,538.03007796301893,6000,213.65174395911481,0,0,213.65174395911481,2.3333333333333335,0
2025-02-01,14,2025-02-01 02:30:00,0,503.22000000000003,3019.3200000000002,0,0.36699999999999999,0.37862802099765425,528.44133827981329,0,0,503.22000000000003,25.221338279813267,0,0,0,0,10800,25.221338279813267,528.44133827981329,6000,193.93797114869147,0,0,193.93797114869147,2.5,0
2025-02-01,15,2025-02-01 02:40:00,0,474.07281666666665,2844.4369000000002,0,0.31850000000000001,0.37981427702362813,503.42099657536022,0,0,474.07281666666665,29.348179908693567,0,0,0,0,10800,29.348179908693567,503.42099657536022,6000,160.33958740925223,0,0,160.33958740925223,2.6666666666666665,0
2025-02-01,16,2025-02-01 02:50:00,0,461.38439999999997,2768.3063999999999,0,0.32850000000000001,0.38068167274630771,515.93848075914184,0,0,461.38439999999997,54.554080759141868,0,0,0,0,10800,54.554080759141868,515.93848075914184,6000,169.48579092937811,0,0,169.48579092937811,2.8333333333333335,0
2025-02-01,17,2025-02-01 03:00:00,0,476.94166666666666,2861.6500000000001,0,0.37719999999999998,0.39115281919394029,548.39563678097954,0,0,476.94166666666666,71.453970114312881,0,0,0,0,10800,71.453970114312881,548.39563678097954,6000,206.85483419378548,0,0,206.85483419378548,3,0
2025-02-01,18,2025-02-01 03:10:00,0,483.39954999999998,2900.3973000000001,0,0.38150000000000001,0.40773717240484492,528.95660321563344,0,0,483.39954999999998,45.557053215633459,0,0,0,0,10800,45.557053215633459,528.95660321563344,6000,201.79694412676415,0,0,201.79694412676415,3.1666666666666665,0
2025-02-01,19,2025-02-01 03:20:00,0,486.60191666666663,2919.6115,0,0.38219999999999998,0.4072490078304799,536.29573747095048,0,0,486.60191666666663,49.69382080428386,0,0,0,0,10800,49.69382080428386,536.29573747095048,6000,204.97223086139726,0,0,204.97223086139726,3.3333333333333335,0
2025-02-01,20,2025-02-01 03:30:00,0,498.84833333333336,2993.0900000000001,0,0.3962,0.39827704257577434,536.95904378179034,0,0,498.84833333333336,38.110710448456985,0,0,0,0,10800,38.110710448456985,536.95904378179034,6000,212.74317314634533,0,0,212.74317314634533,3.5,0
2025-02-01,21,2025-02-01 03:40:00,0,518.30973333333327,3109.8584000000001,0,0.38790000000000002,0.40789401358853911,527.59387415744425,0,0,518.30973333333327,9.2841408241109775,0,0,0,0,10800,9.2841408241109775,527.59387415744425,6000,204.65366378567265,0,0,204.65366378567265,3.6666666666666665,0
2025-02-01,22,2025-02-01 03:50:00,0,509.13346666666666,3054.8008,0,0.34050000000000002,0.40421472663447877,520.35384418024614,0,0,509.13346666666666,11.220377513579479,0,0,0,0,10800,11.220377513579479,520.35384418024614,6000,177.18048394337382,0,0,177.18048394337382,3.8333333333333335,0
2025-02-01,23,2025-02-01 04:00:00,0,483.61666666666662,2901.6999999999998,0,0.31640000000000001,0.39116265777889481,554.67949276846957,0,0,483.61666666666662,71.062826101802955,0,0,0,0,10800,71.062826101802955,554.67949276846957,6000,175.50059151194378,0,0,175.50059151194378,4,0
2025-02-01,24,2025-02-01 04:10:00,0,491.18680000000001,2947.1208000000001,0,0.3916,0.4043924727843744,555.9645443940019,0,0,491.18680000000001,64.7777443940019,0,0,0,0,10800,64.7777443940019,555.9645443940019,6000,217.71571558469114,0,0,217.71571558469114,4.166666666666667,0
2025-02-01,25,2025-02-01 04:20:00,0,504.64528333333334,3027.8717000000001,0,0.41089999999999999,0.41360556262508874,545.50876733965003,0,0,504.64528333333334,40.863484006316696,0,0,0,0,10800,40.863484006316696,545.50876733965003,6000,224.14955249986218,0,0,224.14955249986218,4.333333333333333,0
2025-02-01,26,2025-02-01 04:30:00,0,505.57833333333326,3033.4699999999998,0,0.36099999999999999,0.40681614327164856,572.763586673502,0,0,505.57833333333326,67.185253340168742,0,0,0,0,10800,67.185253340168742,572.763586673502,6000,206.76765478913421,0,0,206.76765478913421,4.5,0
2025-02-01,27,2025-02-01 04:40:00,0,503.23096666666663,3019.3858,0,0.37990000000000002,0.40525904054730011,579.63585588919739,0,0,503.23096666666663,76.404889222530755,0,0,0,0,10800,76.404889222530755,579.63585588919739,6000,220.2036616523061,0,0,220.2036616523061,4.666666666666667,0
2025-02-01,28,2025-02-01 04:50:00,0,502.84674999999999,3017.0819000000001,0.0014,0.40939999999999999,0.41508943820593064,588.58818867068942,0,0,502.84674999999999,85.741438670689433,0,0,0,0,10800,85.741438670689433,588.58818867068942,6000,240.96800444178024,0,0,240.96800444178024,4.833333333333333,0
2025-02-01,29,2025-02-01 05:00:00,0,499.64166666666665,2997.8499999999999,0,0.4052,0.42658935046846747,561.73558709160079,0,0,499.64166666666665,62.09392042493414,0,0,0,0,10800,62.09392042493414,561.73558709160079,6000,227.61525988951664,0,0,227.61525988951664,5,0
2025-02-01,30,2025-02-01 05:10:00,0,488.78358333333335,2932.7015000000001,0,0.3896,0.42696552043580571,560.72099154658906,0,0,488.78358333333335,71.937408213255708,0,0,0,0,10800,71.937408213255708,560.72099154658906,6000,218.4568983065511,0,0,218.4568983065511,5.166666666666667,0
2025-02-01,31,2025-02-01 05:20:00,0,498.51543333333336,2991.1125000000002,0.019900000000000001,0.39079999999999998,0.42050643735736165,580.57062079802745,0,0,498.51543333333336,82.055187464694086,0,0,0,0,10800,82.055187464694086,580.57062079802745,6000,226.88699860786912,0,0,226.88699860786912,5.333333333333333,0
2025-02-01,32,2025-02-01 05:30:00,0,529.22333333333336,3175.3400000000001,0,0.3821,0.39723025497370124,579.34140538806571,0,0,529.22333333333336,50.118072054732352,0,0,0,0,10800,50.118072054732352,579.34140538806571,6000,221.36635099877989,0,0,221.36635099877989,5.5,0
2025-02-01,33,2025-02-01 05:40:00,0,547.41031666666663,3284.4618999999998,0,0.34749999999999998,0.37931050844451447,580.52853793944473,0,0,547.41031666666663,33.118221272778101,0,0,0,0,10800,33.118221272778101,580.52853793944473,6000,201.73366693395704,0,0,201.73366693395704,5.666666666666667,0
2025-02-01,34,2025-02-01 05:50:00,0,531.18116666666663,3187.3643999999999,0.27739999999999998,0.51819999999999999,0.5594866911431825,355.72898955547981,0,226.57044370288924,304.61072296377739,51.118266591702422,0,226.57044370288924,0,0,10548.255062552345,51.118266591702422,355.72898955547981,6000,184.33876238764964,0,0,184.33876238764964,5.833333333333333,0
2025-02-01,35,2025-02-01 06:00:00,0,510.98333333333335,3065.9000000000001,0,0.81020000000000003,0.8280063493388492,0,0,565.29192845284183,0,0,0,565.29192845284183,0,54.308595119508482,9920.1529198269654,54.308595119508482,0,6000,0,0,0,0,6,0
2025-02-01,36,2025-02-01 06:10:00,6,535.18718333333322,3211.1230999999998,0,0.87560000000000004,0.85655417276708168,0,0,572.2229769785165,0,0,0,572.2229769785165,0,37.035793645183276,9284.3496120730579,37.035793645183276,0,6000,0,0,0,0,6.166666666666667,0
2025-02-01,37,2025-02-01 06:20:00,6,533.35533333333331,3203.9960999999998,3.8641000000000001,0.81799999999999995,0.81157016608384103,0,0,579.75856638375262,0,0,0,579.75856638375262,0,46.403233050419317,8640.1734272022222,46.403233050419317,0,6000,0,0,0,0,6.333333333333333,0
2025-02-01,38,2025-02-01 06:30:00,6,504.51999999999998,3027.1199999999999,0,0.77080000000000004,0.80971022817588334,0,0,565.80729868826984,0,0,0,565.80729868826984,0,61.287298688269857,8011.498650881922,61.287298688269857,0,6000,0,0,0,0,6.5,0
2025-02-01,39,2025-02-01 06:40:00,6,519.55368333333331,3117.3220999999999,0,0.77149999999999996,0.80096388999281409,0,0,574.20609014122044,0,0,0,574.20609014122044,0,54.652406807887132,7373.4918840583441,54.652406807887132,0,6000,0,0,0,0,6.666666666666667,0
2025-02-01,40,2025-02-01 06:50:00,6,551.48008333333325,3398.4899999999998,89.609499999999997,0.81810000000000005,0.81947698717404649,0,0,631.02866205118335,0,0,0,631.02866205118335,0,79.548578717850091,6672.3489262236963,79.548578717850091,0,6000,0,0,0,0,6.833333333333333,0
2025-02-01,41,2025-02-01 07:00:00,6,552.04166666666663,3652.75,340.5,0.86780000000000002,0.84740386534354917,0,0,618.44014292847908,0,0,0,618.44014292847908,0,66.398476261812448,5985.1932118587192,66.398476261812448,0,6000,0,0,0,0,7,0
2025-02-01,42,2025-02-01 07:10:00,6,514.55804999999987,3703.2842999999998,615.93600000000004,0.86399999999999999,0.82614209669230387,0,0,573.0277239903603,0,0,0,573.0277239903603,0,58.469673990360434,5348.4957407583188,58.469673990360434,0,6000,0,0,0,0,7.166666666666667,0
2025-02-01,43,2025-02-01 07:20:00,6,447.90854999999993,3572.3788,884.92750000000001,0.82369999999999999,0.81735250621416122,0,0,529.46771092563824,0,0,0,529.46771092563824,0,81.559160925638309,4760.1982841742765,81.559160925638309,0,6000,0,0,0,0,7.333333333333333,0
2025-02-01,44,2025-02-01 07:30:00,6,389.42416666666668,3477.2199999999998,1140.675,0.76539999999999997,0.80781279396238825,0,0,505.34023876369884,0,0,0,505.34023876369884,0,115.91607209703216,4198.7091299923886,115.91607209703216,0,6000,0,0,0,0,7.5,0
2025-02-01,45,2025-02-01 07:40:00,6,377.65374999999995,3654.0021999999999,1388.0797,0.7258,0.75125143318073184,0,0,540.90836904124308,0,0,0,540.90836904124308,0,163.25461904124313,3597.6998310576746,163.25461904124313,0,6000,0,0,0,0,7.666666666666667,0
2025-02-01,46,2025-02-01 07:50:00,6,361.16134999999997,3841.4200999999998,1674.452,0.86970000000000003,0.86176289914387982,0,0,385.22453391953485,0,0,0,385.22453391953485,0,24.063183919534879,3169.6725711470808,24.063183919534879,0,6000,0,0,0,0,7.833333333333333,0
2025-02-01,47,2025-02-01 08:00:00,6,299.92291666666665,3803.6500000000001,2004.1125,1.0783,1.0652499656457017,0,0,332.64495620381388,0,0,0,332.64495620381388,0,32.722039537147225,2800.0670642539544,32.722039537147225,0,6000,0,0,0,0,8,0
2025-02-01,48,2025-02-01 08:10:00,6,202.22623333333337,3545.4639000000002,2332.1064999999999,1.0448,1.0529344520827126,0,0,285.03210653479539,0,0,0,285.03210653479539,0,82.80587320146202,2483.3647236597371,82.80587320146202,0,6000,0,0,0,0,8.1666666666666661,0
2025-02-01,49,2025-02-01 08:20:00,6,129.79259999999999,3411.3490000000002,2632.5934000000002,0.9667,0.98050874004755695,0,0,277.70989355450723,0,0,0,277.70989355450723,0,147.91729355450724,2174.7981752658397,147.91729355450724,0,6000,0,0,0,0,8.3333333333333339,0
2025-02-01,50,2025-02-01 08:30:00,6,86.28458333333333,3445.3699999999999,2927.6624999999999,0.94289999999999996,0.9642441995403509,0,0,189.05849341587151,0,0,0,189.05849341587151,0,102.77391008253818,1964.7331825815381,102.77391008253818,0,6000,0,0,0,0,8.5,0
2025-02-01,51,2025-02-01 08:40:00,6,35.969149999999971,3467.1138999999998,3251.299,0.89300000000000002,0.95861903649701563,0,0,146.81561411380017,0,0,0,146.81561411380017,0,110.8464641138002,1801.6047224550939,110.8464641138002,0,6000,0,0,0,0,8.6666666666666661,0
2025-02-01,52,2025-02-01 08:50:00,6,62.453933333333296,3894.4802,3519.7566000000002,0.92659999999999998,0.95468447873703965,0,0,104.5265917250787,0,0,0,104.5265917250787,0,42.072658391745406,1685.4640649827834,42.072658391745406,0,6000,0,0,0,0,8.8333333333333339,0
2025-02-01,53,2025-02-01 09:00:00,6,115.17666666666673,4422.7600000000002,3731.6999999999998,0.99950000000000006,0.95486957993471844,0,0,108.39133199536808,0,0,0,108.39133199536808,6.7853346712986564,0,1565.029251654596,0,0,6000,0,0,33.909710019815037,33.909710019815037,9,0
2025-02-01,54,2025-02-01 09:10:00,6,45.82411666666659,4267.5204999999996,3992.5758000000001,0.9415,0.95266535007905251,0,0,57.274043907783678,0,0,0,57.274043907783678,0,11.449927241117088,1501.3914250903927,11.449927241117088,0,6000,0,0,0,0,9.1666666666666661,0
2025-02-01,55,2025-02-01 09:20:00,6,-31.360500000000076,4190.1701999999996,4378.3332,0.88249999999999995,0.92800511606428049,0,0.30611998716577915,0,0,0,0.30611998716577915,0,0,31.054380012834297,1501.6669330788427,31.054380012834297,0,6000,0,0,0,0,9.3333333333333339,0
2025-02-01,56,2025-02-01 09:30:00,6,-61.700833333333321,4418.3199999999997,4788.5249999999996,0.89290000000000003,0.88243588147693164,0,56.767799162761705,0,0,0,56.767799162761705,0,0,4.9330341705716165,1552.757952325328,4.9330341705716165,0,6000,0,0,0,0,9.5,0
2025-02-01,57,2025-02-01 09:40:00,6,-105.10811666666662,4399.2754000000004,5029.9241000000002,0.90590000000000004,0.85780555212144061,0,89.71889212497716,0,0,0,89.71889212497716,0,0,15.389224541689458,1633.5049552378077,15.389224541689458,0,6000,0,0,0,0,9.6666666666666661,0
2025-02-01,58,2025-02-01 09:50:00,6,-170.19725,4182.7341999999999,5203.9177,0.85809999999999997,0.93842622857306801,0,146.74973421849865,0,0,0,146.74973421849865,0,0,23.447515781501352,1765.5797160344564,23.447515781501352,0,6000,0,0,0,0,9.8333333333333339,0
2025-02-01,59,2025-02-01 10:00:00,6,-215.43041666666664,4071.5300000000002,5364.1125000000002,0.80840000000000001,1.0614925896568463,0,205.8437802893192,0,0,0,205.8437802893192,0,0,9.5866363773474461,1950.8391182948435,9.5866363773474461,0,6000,0,0,0,0,10,0
2025-02-01,60,2025-02-01 10:10:00,6,-200.4176333333333,4268.5932000000003,5471.0990000000002,0.86050000000000004,1.0674823877319637,0,262.59343124010758,0,0,0,262.59343124010758,0,62.175797906774278,0,2187.1732064109401,0,0,6000,0,0,267.51137049389632,267.51137049389632,10.166666666666666,0
2025-02-01,61,2025-02-01 10:20:00,6,-226.92018333333331,4240.2422999999999,5601.7633999999998,0.82920000000000005,1.0180068764034362,0,267.64571227975449,0,0,0,267.64571227975449,0,40.725528946421178,0,2428.0543474627193,0,0,6000,0,0,168.84804301186219,168.84804301186219,10.333333333333334,0
2025-02-01,62,2025-02-01 10:30:00,6,-292.22541666666666,4001.96,5755.3125,0.74460000000000004,1.0202776007630501,0,276.07416473049062,0,0,0,276.07416473049062,0,0,16.151251936176038,2676.5210957201607,16.151251936176038,0,6000,0,0,0,0,10.5,0
2025-02-01,63,2025-02-01 10:40:00,6,-301.08773333333335,4072.3226,5878.8490000000002,0.79820000000000002,1.0671192041729953,0,316.44456027078155,0,0,0,316.44456027078155,0,15.356826937448204,0,2961.3211999638643,0,0,6000,0,0,61.289096307355784,61.289096307355784,10.666666666666666,0
2025-02-01,64,2025-02-01 10:50:00,6,-343.21740000000005,4068.7829999999999,6128.0874000000003,0.69169999999999998,0.82002272779212648,0,361.41539524142138,0,0,0,361.41539524142138,0,18.197995241421324,0,3286.595055681144,0,0,6000,0,0,62.937766542455648,62.937766542455648,10.833333333333334,0
2025-02-01,65,2025-02-01 11:00:00,6,-407.34999999999991,3917.5500000000002,6361.6499999999996,0.438,0.41542773025962232,0,369.31243827939227,0,0,0,369.31243827939227,0,0,38.037561720607641,3618.9762501325968,38.037561720607641,451.21415029696777,6000,197.63179783007189,-98.815898915035945,0,98.815898915035945,11,-451.21415029696777
2025-02-01,66,2025-02-01 11:10:00,6,-388.48346666666663,3946.1660999999999,6277.0668999999998,0.36709999999999998,0.35514834672235862,464.5131792491481,778.59376711235723,0,390.1103004456906,74.402878803457497,778.59376711235723,0,0,0,4319.7106405337181,74.402878803457497,464.51317924914804,6000,170.52278810236223,3.1300828595703932e-14,0,170.52278810236226,11.166666666666666,5.6843418860808015e-14
2025-02-01,67,2025-02-01 11:20:00,6,-395.24006666666662,3936.6102999999998,6308.0506999999998,0.34189999999999998,0.41783827071770707,0,327.10490970194996,0,0,0,327.10490970194996,0,0,68.135156964716657,4614.1050592654728,68.135156964716657,456.35145427661814,6000,156.02656221717572,-78.013281108587861,0,78.013281108587861,11.333333333333334,-456.35145427661814
2025-02-01,68,2025-02-01 11:30:00,6,-444.52749999999997,3927.21,6594.375,0.308,0.416978172552601,0,356.0750637982087,0,0,0,356.0750637982087,0,0,88.452436201791272,4934.5726166838604,88.452436201791272,0,6000,0,0,0,0,11.5,0
2025-02-01,69,2025-02-01 11:40:00,6,-444.1071,4153.2512999999999,6817.8939,0.35630000000000001,0.40016810648165696,0,345.00932860901531,0,0,0,345.00932860901531,0,0,99.09777139098469,5245.0810124319742,99.09777139098469,504.95321471687629,6000,179.91483040362303,-89.957415201811514,0,89.957415201811514,11.666666666666666,-504.95321471687629
2025-02-01,70,2025-02-01 11:50:00,6,-448.26733333333328,4080.8969000000002,6770.5009,0.34989999999999999,0.39656323959549578,0,370.19320055935998,0,0,0,370.19320055935998,0,0,78.074132773973304,5578.2548929353979,78.074132773973304,501.36905235404168,6000,175.42903141867919,-87.714515709339594,0,87.714515709339594,11.833333333333334,-501.36905235404168
2025-02-01,71,2025-02-01 12:00:00,6,-460.6229166666667,3840.1999999999998,6603.9375,0.2979,0.40012189910881601,0,410.13655332946644,0,0,0,410.13655332946644,0,0,50.48636333720026,5947.3777909319178,50.48636333720026,491.4629677532115,6000,146.40681809368169,-73.203409046840846,0,73.203409046840846,12,-491.4629677532115
2025-02-01,72,2025-02-01 12:10:00,12,-428.64181666666661,4061.0482999999999,6632.8991999999998,0.3528,0.38910219727549666,317.08781995813666,702.31628240374755,0,273.67446573708094,43.413354221055727,702.31628240374755,0,0,0,6579.4624450952906,43.413354221055727,507.99613129072929,6000,179.2210351193693,-33.676226119069341,0,145.54480900029995,12.166666666666666,-190.90831133259263
2025-02-01,73,2025-02-01 12:20:00,12,-426.38726666666668,3978.5628000000002,6536.8864000000003,0.4214,0.3738866113165254,442.22520812898807,833.33333333333326,0,406.94606666666658,35.279141462321491,833.33333333333326,0,0,0,7329.4624450952906,35.279141462321491,566.08469471156013,6000,238.54809035145144,-26.097193822947933,0,212.45089652850351,12.333333333333334,-123.85948658257206
2025-02-01,74,2025-02-01 12:30:00,12,-458.39083333333338,3564.1300000000001,6314.4750000000004,0.40770000000000001,0.35195371029217387,461.29095367525662,833.33333333333326,0,374.94249999999988,86.348453675256735,833.33333333333326,0,0,0,8079.4624450952906,86.348453675256735,561.04612153977837,6000,228.73850375176764,-20.335090969182758,0,208.40341278258489,12.5,-99.755167864521752
2025-02-01,75,2025-02-01 12:40:00,12,-450.98359999999991,3606.6849999999999,6312.5865999999996,0.33589999999999998,0.33908023891573874,455.34611591936073,833.33333333333326,0,382.34973333333335,72.99638258602738,833.33333333333326,0,0,0,8829.4624450952906,72.99638258602738,531.54794543151456,6000,178.54695487044572,-12.798097266566236,0,165.74885760387949,12.666666666666666,-76.201829512153836
2025-02-01,76,2025-02-01 12:50:00,12,-425.65438333333333,3800.0122000000001,6353.9385000000002,0.4541,0.47590935903739928,0,370.03195147958985,0,0,0,370.03195147958985,0,0,55.622431853743478,9162.4912014269212,55.622431853743478,0,6000,0,0,0,0,12.833333333333334,0
