hour,soc_kwh
0,1446.5789930275423
0.16666666666666666,1446.5789930275423
0.33333333333333331,1446.5789930275423
0.5,1446.5789930275423
0.66666666666666663,1446.5789930275423
0.83333333333333337,1446.5789930275423
1,1446.5789930275423
1.1666666666666667,1446.5789930275423
1.3333333333333333,1446.5789930275423
1.5,1446.5789930275423
1.6666666666666667,1446.5789930275423
1.8333333333333333,1446.5789930275423
2,1446.5789930275423
2.1666666666666665,1446.5789930275423
2.3333333333333335,1446.5789930275423
2.5,1446.5789930275423
2.6666666666666665,2196.5789930275423
2.8333333333333335,2946.5789930275423
3,2946.5789930275423
3.1666666666666665,3300.0000000000009
3.3333333333333335,3300.0000000000009
3.5,3300.0000000000009
3.6666666666666665,3300.0000000000009
3.8333333333333335,4050.0000000000009
4,4050.0000000000009
4.166666666666667,4800.0000000000009
4.333333333333333,5550.0000000000009
4.5,6300.0000000000009
4.666666666666667,7050.0000000000009
4.833333333333333,7800.0000000000009
5,8550
5.166666666666667,8550
5.333333333333333,9300
5.5,10050
5.666666666666667,10800
5.833333333333333,10800
6,10125.849707297995
6.166666666666667,9433.1663289151966
6.333333333333333,8827.3212139047573
6.5,8813.2770538178229
6.666666666666667,8816.5677704970713
6.833333333333333,8809.5742473154805
7,8801.1695258553718
7.166666666666667,8801.7304135645882
7.333333333333333,8827.654470933152
7.5,8844.9998082142884
7.666666666666667,9527.645559457289
7.833333333333333,9210.1441549806732
8,8695.9556125316885
8.1666666666666661,8174.1586056177885
8.3333333333333339,7716.4438282937972
8.5,7303.4582188024633
8.6666666666666661,6872.2311184453902
8.8333333333333339,6458.2138665860502
9,6085.547265693318
9.1666666666666661,5760.0141524823011
9.3333333333333339,5480.1108538949738
9.5,5251.6060799093066
9.6666666666666661,5035.3335936576732
9.8333333333333339,4862.142206899749
10,4728.3889262969024
10.166666666666666,4614.8388624498957
10.333333333333334,4545.1847379406136
10.5,4523.1425061174114
10.666666666666666,4526.0853911762642
10.833333333333334,4576.3010515100977
11,4671.1602996572074
11.166666666666666,5421.1602996572074
11.333333333333334,6171.1602996572074
11.5,6921.1602996572074
11.666666666666666,7054.887748735473
11.833333333333334,7130.7123518670669
12,7705.0759782048817
12.166666666666666,8361.1739395011064
12.333333333333334,8986.9728011648167
12.5,9424.6554734965175
12.666666666666666,10064.084888496518
12.833333333333334,10231.965388430724
13,10404.824204537941
13.166666666666666,10574.061592520824
13.333333333333334,10690.970212941527
13.5,10761.455269672011
13.666666666666666,10781.280069917197
13.833333333333334,10800.000000000002
14,10800.000000000002
14.166666666666666,10788.496704277542
14.333333333333334,10757.613514746077
14.5,10648.797173618541
14.666666666666666,10480.699896007191
14.833333333333334,10321.768794313106
15,10321.768794313106
15.166666666666666,10800
15.333333333333334,10800
15.5,10800
15.666666666666666,10800
15.833333333333334,10799.819371953115
16,10799.819371953115
16.166666666666668,10799.819371953115
16.333333333333332,10799.819371953115
16.5,10783.484545607058
16.666666666666668,10783.484545607058
16.833333333333332,10783.484545607058
17,10800
17.166666666666668,10800
17.333333333333332,10783.779055437259
17.5,10773.210603647307
17.666666666666668,10775.300411999795
17.833333333333332,10775.300411999795
18,10772.645679717058
18.166666666666668,10767.581956983528
18.333333333333332,10764.710503910545
18.5,10750.600787911966
18.666666666666668,10750.600787911966
18.833333333333332,9828.3411243317205
19,8902.4151984057935
19.166666666666668,7976.4892724798683
19.333333333333332,7087.6882231951467
19.5,6161.7622972692207
19.666666666666668,5235.8363713432946
19.833333333333332,5176.8765864362313
20,4850.0445680714929
20.166666666666668,3978.5951972556086
20.333333333333332,3087.8718600588572
20.5,2161.9459341329311
20.666666666666668,1236.020008207006
20.833333333333332,1236.020008207006
21,1212.7545119390979
21.166666666666668,1212.8620737991769
21.333333333333332,1237.5747039628677
21.5,1231.1653037047072
21.666666666666668,1200.0000000000018
21.833333333333332,1200.0000000000018
22,1214.0052689018084
22.166666666666668,1230.026518132714
22.333333333333332,1242.9259009130783
22.5,1273.7124424188405
22.666666666666668,1318.6455958364495
22.833333333333332,1349.419097381915
23,1343.6741520029518
23.166666666666668,1366.1082605742649
23.333333333333332,1366.1082605742649
23.5,1386.4685456306088
23.666666666666668,1401.8436116643134
23.833333333333332,1401.8436116643134
24,1364.05258389755
