date,start,end,interval,emergency_kwh,cost_yuan,intervals
2025-02-01,2025-02-01 15:10:00,2025-02-01 15:20:00,15:10-15:20,10.438870042407956,37.668662548029111,1
2025-02-01,2025-02-01 21:10:00,2025-02-01 21:20:00,21:10-21:20,16.200301214323531,75.906511339712907,1
2025-02-03,2025-02-03 10:30:00,2025-02-03 10:50:00,10:30-10:50,50.343919691874532,246.23755126490991,2
2025-02-03,2025-02-03 17:10:00,2025-02-03 17:20:00,17:10-17:20,12.874820787086719,62.713252053899403,1
2025-02-04,2025-02-04 13:20:00,2025-02-04 13:30:00,13:20-13:30,27.487081303371724,118.44183333622877,1
2025-02-04,2025-02-04 14:20:00,2025-02-04 14:40:00,14:20-14:40,28.417139850268711,149.59509326383255,2
2025-02-04,2025-02-04 22:10:00,2025-02-04 22:20:00,22:10-22:20,24.517754789719334,53.546776460747026,1
2025-02-05,2025-02-05 09:30:00,2025-02-05 09:50:00,09:30-09:50,25.519121151438071,120.519207624009,2
2025-02-05,2025-02-05 10:10:00,2025-02-05 10:30:00,10:10-10:30,70.813114587195258,339.00167230862877,2
2025-02-07,2025-02-07 08:50:00,2025-02-07 09:00:00,08:50-09:00,2.8869371085335445,14.954334222203759,1
2025-02-07,2025-02-07 20:40:00,2025-02-07 20:50:00,20:40-20:50,0.39956648732294298,2.4425499370051504,1
2025-02-09,2025-02-09 04:00:00,2025-02-09 04:10:00,04:00-04:10,5.8498661382418504,12.872630437201192,1
2025-02-09,2025-02-09 10:00:00,2025-02-09 10:10:00,10:00-10:10,5.6600384461769977,28.07096067381482,1
2025-02-09,2025-02-09 10:30:00,2025-02-09 10:50:00,10:30-10:50,98.331678651750437,395.14293534478861,2
2025-02-09,2025-02-09 13:00:00,2025-02-09 13:10:00,13:00-13:10,25.740327112611027,111.14673247225443,1
2025-02-09,2025-02-09 17:10:00,2025-02-09 17:20:00,17:10-17:20,8.4201966700649109,41.014777979886176,1
2025-02-09,2025-02-09 20:20:00,2025-02-09 21:00:00,20:20-21:00,871.88271459298358,5957.9552508729284,4
2025-02-09,2025-02-09 21:20:00,2025-02-09 21:40:00,21:20-21:40,34.170698052889136,165.63529090350858,2
2025-02-10,2025-02-10 04:30:00,2025-02-10 04:40:00,04:30-04:40,16.487134755920124,36.213991491378557,1
2025-02-11,2025-02-11 17:10:00,2025-02-11 17:30:00,17:10-17:30,54.61182725989238,268.48489566562631,2
2025-02-12,2025-02-12 19:50:00,2025-02-12 20:00:00,19:50-20:00,1.6196190228192791,10.917851832824761,1
2025-02-13,2025-02-13 01:40:00,2025-02-13 01:50:00,01:40-01:50,10.731696026168834,23.250219440694778,1
2025-02-13,2025-02-13 19:30:00,2025-02-13 19:50:00,19:30-19:50,26.313050006395088,177.39224606624626,2
2025-02-14,2025-02-14 03:00:00,2025-02-14 03:20:00,03:00-03:20,7.7814843907387967,17.016387328935867,2
2025-02-14,2025-02-14 05:50:00,2025-02-14 06:10:00,05:50-06:10,14.597120280287754,67.255379112181572,2
2025-02-14,2025-02-14 08:20:00,2025-02-14 08:30:00,08:20-08:30,39.273659999610935,213.03996866788953,1
2025-02-14,2025-02-14 16:00:00,2025-02-14 16:10:00,16:00-16:10,0.97310193741873263,4.0242630621951685,1
2025-02-15,2025-02-15 05:50:00,2025-02-15 06:20:00,05:50-06:20,68.312682467758748,313.30588511096431,3
2025-02-15,2025-02-15 06:40:00,2025-02-15 06:50:00,06:40-06:50,11.741881302134914,49.56248097631147,1
2025-02-15,2025-02-15 15:40:00,2025-02-15 16:00:00,15:40-16:00,32.069656664157264,127.85826820766485,2
2025-02-15,2025-02-15 21:00:00,2025-02-15 21:20:00,21:00-21:20,16.652469314834605,76.262930818597127,2
2025-02-16,2025-02-16 04:20:00,2025-02-16 04:30:00,04:20-04:30,52.879483499613343,115.38303299615632,1
2025-02-16,2025-02-16 04:50:00,2025-02-16 05:00:00,04:50-05:00,7.3411490688512231,16.132175078800561,1
2025-02-16,2025-02-16 06:40:00,2025-02-16 06:50:00,06:40-06:50,35.779000589688167,151.02316148907374,1
2025-02-16,2025-02-16 10:20:00,2025-02-16 10:50:00,10:20-10:50,295.41294093676163,1355.1609146098244,3
2025-02-16,2025-02-16 16:40:00,2025-02-16 17:00:00,16:40-17:00,31.034270073833113,143.0896362429859,2
2025-02-16,2025-02-16 17:40:00,2025-02-16 17:50:00,17:40-17:50,14.570168120697531,78.256372976266448,1
2025-02-16,2025-02-16 20:30:00,2025-02-16 20:50:00,20:30-20:50,635.60534102137103,4416.5293463415355,2
2025-02-16,2025-02-16 21:40:00,2025-02-16 21:50:00,21:40-21:50,25.673862567744095,99.665934487982568,1
2025-02-17,2025-02-17 02:10:00,2025-02-17 02:20:00,02:10-02:20,3.8227354555323245,8.2647540548608855,1
2025-02-17,2025-02-17 23:00:00,2025-02-17 23:10:00,23:00-23:10,10.231936488990868,21.732633102616607,1
2025-02-18,2025-02-18 00:50:00,2025-02-18 01:00:00,00:50-01:00,2.7921472739764113,5.9821755344944609,1
2025-02-18,2025-02-18 03:50:00,2025-02-18 04:00:00,03:50-04:00,14.884884009299753,32.583011096357161,1
2025-02-18,2025-02-18 08:30:00,2025-02-18 08:40:00,08:30-08:40,11.955989098964778,63.426522170008148,1
2025-02-19,2025-02-19 00:50:00,2025-02-19 01:10:00,00:50-01:10,5.7519314301545137,12.332702565745688,2
2025-02-19,2025-02-19 01:20:00,2025-02-19 01:30:00,01:20-01:30,8.5485967876577433,18.289722827193742,1
2025-02-19,2025-02-19 01:50:00,2025-02-19 02:00:00,01:50-02:00,14.104838028938616,30.402978371377188,1
2025-02-19,2025-02-19 02:20:00,2025-02-19 02:30:00,02:20-02:30,0.87376265431419142,1.9078607556950369,1
2025-02-19,2025-02-19 04:50:00,2025-02-19 05:10:00,04:50-05:10,16.471779861391951,35.952823340587543,2
2025-02-19,2025-02-19 06:20:00,2025-02-19 06:30:00,06:20-06:30,31.522693056791468,138.05363424221824,1
2025-02-19,2025-02-19 08:40:00,2025-02-19 08:50:00,08:40-08:50,18.163621074638741,94.723283904241029,1
2025-02-19,2025-02-19 10:10:00,2025-02-19 10:40:00,10:10-10:40,71.722645591350357,344.40500973993358,3
2025-02-19,2025-02-19 15:20:00,2025-02-19 15:30:00,15:20-15:30,21.064232485437685,76.968705501789302,1
2025-02-19,2025-02-19 19:50:00,2025-02-19 20:00:00,19:50-20:00,10.391609293360489,70.049838246543061,1
2025-02-19,2025-02-19 20:30:00,2025-02-19 21:50:00,20:30-21:50,287.79608265568629,1777.6288403538765,8
2025-02-19,2025-02-19 23:40:00,2025-02-19 23:50:00,23:40-23:50,22.697555017451805,48.47062873976833,1
2025-02-20,2025-02-20 01:00:00,2025-02-20 01:10:00,01:00-01:10,4.7170013744637345,10.16749646265658,1
