date,start,end,interval,emergency_kwh,cost_yuan,intervals
2025-02-01,2025-02-01 21:10:00,2025-02-01 21:20:00,21:10-21:20,15.781468318502846,73.944069806345084,1
2025-02-03,2025-02-03 10:30:00,2025-02-03 10:40:00,10:30-10:40,16.013483721141398,78.778333166155107,1
2025-02-03,2025-02-03 17:10:00,2025-02-03 17:20:00,17:10-17:20,8.3070590013782066,40.463684395713244,1
2025-02-04,2025-02-04 13:20:00,2025-02-04 13:40:00,13:20-13:40,36.247529823355478,156.20065945579063,2
2025-02-04,2025-02-04 14:20:00,2025-02-04 14:30:00,14:20-14:30,20.733483541351688,106.47680472661159,1
2025-02-04,2025-02-04 22:10:00,2025-02-04 22:20:00,22:10-22:20,24.517754789719334,53.546776460747026,1
2025-02-05,2025-02-05 09:30:00,2025-02-05 09:40:00,09:30-09:40,7.7420965211680937,36.47301671122289,1
2025-02-05,2025-02-05 10:10:00,2025-02-05 10:20:00,10:10-10:20,8.3552528605092107,40.055082213281153,1
2025-02-08,2025-02-08 07:10:00,2025-02-08 07:30:00,07:10-07:30,14.815094335906792,57.327910516344652,2
2025-02-09,2025-02-09 10:40:00,2025-02-09 10:50:00,10:40-10:50,89.621312087679556,358.03714179027986,1
2025-02-09,2025-02-09 13:00:00,2025-02-09 13:10:00,13:00-13:10,15.352478988780177,66.29200427355282,1
2025-02-10,2025-02-10 04:30:00,2025-02-10 04:40:00,04:30-04:40,13.073916993815487,28.716858676915724,1
2025-02-11,2025-02-11 17:10:00,2025-02-11 17:30:00,17:10-17:30,23.214728114827594,113.94016092547986,2
2025-02-13,2025-02-13 01:40:00,2025-02-13 01:50:00,01:40-01:50,4.7426115932657922,10.274868016810339,1
2025-02-13,2025-02-13 19:30:00,2025-02-13 19:50:00,19:30-19:50,12.381495631926896,83.462652235456886,2
2025-02-14,2025-02-14 03:00:00,2025-02-14 03:10:00,03:00-03:10,1.4633580925313368,3.2003641483660337,1
2025-02-14,2025-02-14 05:50:00,2025-02-14 06:10:00,05:50-06:10,13.898970252589947,64.067362953745473,2
2025-02-15,2025-02-15 05:50:00,2025-02-15 06:20:00,05:50-06:20,54.348563757087959,252.29066463407977,3
2025-02-15,2025-02-15 06:40:00,2025-02-15 06:50:00,06:40-06:50,14.355231370788886,60.593431616099885,1
2025-02-15,2025-02-15 15:40:00,2025-02-15 16:00:00,15:40-16:00,8.3572526238258718,33.284664249666491,2
2025-02-15,2025-02-15 21:00:00,2025-02-15 21:20:00,21:00-21:20,14.199733397249815,65.03182036746361,2
