date,interval,planned_kwh,daily_planned_kwh,daily_planned_cost_yuan,daily_actual_cost_yuan
2025-03-20,10:00-10:10,0,63537.89414656812,39517.571238112709,40098.886908939436
2025-03-20,12:00-12:10,637.6189338788289,63537.89414656812,39517.571238112709,40098.886908939436
2025-03-20,14:00-14:10,0,63537.89414656812,39517.571238112709,40098.886908939436
2025-03-20,16:00-16:10,505.70296203341553,63537.89414656812,39517.571238112709,40098.886908939436
2025-03-20,18:00-18:10,668.80757933486734,63537.89414656812,39517.571238112709,40098.886908939436
2025-03-20,20:00-20:10,0.34714834778672859,63537.89414656812,39517.571238112709,40098.886908939436
2025-06-21,10:00-10:10,0,41924.586712791781,24317.72300633847,24317.72300633847
2025-06-21,12:00-12:10,10.461520996179594,41924.586712791781,24317.72300633847,24317.72300633847
2025-06-21,14:00-14:10,0,41924.586712791781,24317.72300633847,24317.72300633847
2025-06-21,16:00-16:10,216.58107366656836,41924.586712791781,24317.72300633847,24317.72300633847
2025-06-21,18:00-18:10,367.60847709580497,41924.586712791781,24317.72300633847,24317.72300633847
2025-06-21,20:00-20:10,0,41924.586712791781,24317.72300633847,24317.72300633847
2025-09-23,10:00-10:10,0,67255.564553503325,42247.21814068417,43851.31581169401
2025-09-23,12:00-12:10,324.53331007259089,67255.564553503325,42247.21814068417,43851.31581169401
2025-09-23,14:00-14:10,0,67255.564553503325,42247.21814068417,43851.31581169401
2025-09-23,16:00-16:10,561.55089903785699,67255.564553503325,42247.21814068417,43851.31581169401
2025-09-23,18:00-18:10,725.60229950294809,67255.564553503325,42247.21814068417,43851.31581169401
2025-09-23,20:00-20:10,57.079896849728357,67255.564553503325,42247.21814068417,43851.31581169401
2025-12-21,10:00-10:10,0,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,12:00-12:10,968.28855288004695,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,14:00-14:10,0,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,16:00-16:10,871.11872263212535,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,18:00-18:10,687.10465549295191,97253.533776910772,62682.399325284001,62988.685469042735
2025-12-21,20:00-20:10,0,97253.533776910772,62682.399325284001,62988.685469042735
