date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,lag_observation,price,charge,discharge,emergency,spill,soc,g0,initial_soc
2025-01-23,72,2025-01-23 12:10:00,12,165.74253333333337,6559.0491000000002,5564.5938999999998,964.32134444444546,833.33333333333337,0,137.68291666666664,0.44109999999999999,798.57881111111215,0,0,-0,6746.9158965123488,903.796363888889,9603.9715679401015
2025-01-23,73,2025-01-23 12:20:00,12,200.39238333333333,6688.8990999999996,5486.5447999999997,984.58410555555565,833.33333333333337,0,165.74253333333337,0.4551,784.19172222222232,0,0,-0,7452.6884465123494,874.2753444444445,9603.9715679401015
2025-01-23,74,2025-01-23 12:30:00,12,185.96416666666664,6657.6099999999997,5541.8249999999998,966.26718333333326,833.33333333333337,0,200.39238333333333,0.44629999999999997,780.30301666666662,0,0,-0,8154.9611615123495,957.35185833333333,9603.9715679401015
2025-01-23,75,2025-01-23 12:40:00,12,154.11275000000006,6483.5261,5558.8495999999996,951.34281111111113,833.33333333333337,833.33333333333337,185.96416666666664,0.4113,797.23006111111113,0,0,-0,8872.4682165123486,951.34281111111113,9603.9715679401015
2025-01-23,76,2025-01-23 12:50:00,12,161.35341666666665,6476.1948000000002,5508.0743000000002,795.55264550371862,833.33333333333337,833.33333333333337,154.11275000000006,0.56820000000000004,634.19922883705203,0,0,-0,9443.2475224656955,753.34634407093495,9603.9715679401015
2025-01-23,77,2025-01-23 13:00:00,12,209.65916666666664,6701.5299999999997,5443.5749999999998,233.70148333333333,833.33333333333337,7.031033333333272,161.35341666666665,0.82789999999999997,24.042316666666693,0,0,-0,9464.885607465696,233.70148333333341,9603.9715679401015
2025-01-23,78,2025-01-23 13:10:00,12,246.78016666666659,6899.5546999999997,5418.8737000000001,233.8522055555556,833.33333333333337,1.7706749999997271,209.65916666666664,0.86360000000000003,0,1.7706749999997271,11.157286111111262,0,9462.9181907990296,233.85220555555557,9603.9715679401015
2025-01-23,79,2025-01-23 13:20:00,12,245.02320000000009,6783.5469000000003,5313.4076999999997,268.93680555555551,833.33333333333337,11.352594444444611,246.78016666666659,0.84160000000000001,23.913605555555421,0,0,-0,9484.4404357990297,268.93680555555568,9603.9715679401015
2025-01-23,80,2025-01-23 13:30:00,12,227.96458333333322,6501.6499999999996,5133.8625000000002,364.99945833333334,833.33333333333337,0,245.02320000000009,0.86180000000000001,137.03487500000011,0,0,-0,9607.7718232990301,364.99945833333334,9603.9715679401015
2025-01-23,81,2025-01-23 13:40:00,12,244.6400999999999,6478.6747999999998,5010.8342000000002,410.82149444444451,833.33333333333337,833.33333333333337,227.96458333333322,0.86229999999999996,166.18139444444461,0,0,-0,9757.335078299031,410.82149444444451,9603.9715679401015
2025-01-23,82,2025-01-23 13:50:00,12,269.72384999999986,6507.7254999999996,4889.3824000000004,421.67398055555554,833.33333333333337,833.33333333333337,244.6400999999999,0.90259999999999996,151.95013055555569,0,0,-0,9894.0901957990318,421.67398055555543,9603.9715679401015
2025-01-23,83,2025-01-23 14:00:00,12,297.25458333333336,6537.8900000000003,4754.3625000000002,0,833.33333333333337,833.33333333333337,269.72384999999986,0.97540000000000004,0,297.25458333333336,0,-0,9563.807325428661,0,9603.9715679401015
2025-01-23,84,2025-01-23 14:10:00,12,343.97103333333337,6702.5411000000004,4638.7148999999999,0,833.33333333333337,376.50765555555529,297.25458333333336,1.0002,0,343.97103333333337,0,-0,9181.6172883916242,0,9603.9715679401015
2025-01-23,85,2025-01-23 14:20:00,12,366.54948333333334,6623.3262000000004,4424.0293000000001,0,833.33333333333337,833.33333333333337,343.97103333333337,0.99780000000000002,0,366.54948333333334,0,-0,8774.3400846879213,0,9603.9715679401015
2025-01-23,86,2025-01-23 14:30:00,12,372.49125000000004,6382.71,4147.7624999999998,0,833.33333333333337,493.77160000000015,366.54948333333334,1.0270999999999999,0,372.49125000000004,0,-0,8360.4609180212537,0,9603.9715679401015
