date,K,M,S,initial_soc,final_soc,cost,emergency_kwh,computational_limited
2025-02-01,2,16,16,8482.7663850000008,8697.4071293517936,22769.044699228889,16.200301214323531,False
2025-02-02,2,17,17,8697.4071293517936,8603.1508781546127,56487.064797271101,0,False
2025-02-03,2,18,18,8603.1508781546127,8498.5090218130445,55800.575734160055,24.320542722519605,False
2025-02-04,2,19,19,8498.5090218130445,8621.8660891032523,55807.911601696578,81.4987681544265,False
2025-02-05,2,20,20,8621.8660891032523,8387.4580355632297,54581.26420563025,18.153149381677338,False
2025-02-06,2,21,21,8387.4580355632297,8378.9786725227605,54728.520935109089,0,False
2025-02-07,2,22,22,8378.9786725227605,8490.6914741698274,21795.719464489019,0.39956648732294298,False
2025-02-08,2,23,23,8490.6914741698274,8467.2593416416421,19691.201051847969,0,False
2025-02-09,2,24,24,8467.2593416416421,8072.2123814428223,54745.91022798176,414.61521865112212,False
2025-02-10,2,25,25,8072.2123814428223,8070.2414313225254,53126.307405947795,17.983673226973451,False
2025-02-11,2,26,26,8070.2414313225254,7994.6557522200765,52460.458143232747,36.906316895728196,False
2025-02-12,2,27,27,7994.6557522200765,8024.7020846786509,51841.299293756099,1.2900056894908403,False
2025-02-13,2,27,27,8024.7020846786509,7235.9845580785004,50649.284601991109,36.049737793341933,False
2025-02-14,2,27,27,7235.9845580785004,7063.2463125939412,18696.555617727976,19.196830514171211,False
2025-02-15,2,27,27,7063.2463125939412,7982.2527315147081,19438.91964231824,96.794117727080049,False
2025-02-16,2,27,27,7982.2527315147081,7843.6447284866454,55024.831651056797,1106.4231017799598,False
2025-02-17,2,27,27,7843.6447284866454,7952.4423204073337,48717.538008223724,3.8227354555323245,False
2025-02-18,2,27,27,7952.4423204073337,8131.836753480201,48652.703267850324,28.013351739009295,False
2025-02-19,2,27,27,8131.836753480201,7488.4565463427634,49143.944245201223,216.65586048391643,False
2025-02-20,2,27,27,7488.4565463427634,6507.3069476459732,47255.483675145508,15.069618677055587,False
2025-02-21,2,27,27,6507.3069476459732,6527.1803796167142,17954.583041562044,10.895077969042063,False
2025-02-22,2,27,27,6527.1803796167142,7915.6919755810022,18657.354052934134,43.398279552512747,False
2025-02-23,2,27,27,7915.6919755810022,7835.6606217125254,47148.919388506685,113.11043519174618,False
2025-02-24,2,27,27,7835.6606217125254,7789.3879088678077,46762.975300725717,65.889620341091131,False
