date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost
2025-01-08,00:00-00:10,2025-01-08 00:10:00,1,3,星期三,1,8,1421.6215999999999,833.33333333333326,0,634.11378333333323,6000,0.42480000000000001,787.50781666666671,0,0,0,6708.7570350000005,603.90485567999997,0
2025-01-08,00:10-00:20,2025-01-08 00:20:00,2,3,星期三,1,8,1434.9214499999998,833.33333333333326,0,652.53488333333325,6000,0.42449999999999999,782.38656666666657,0,0,0,7412.9049450000002,609.12415552499988,0
2025-01-08,00:20-00:30,2025-01-08 00:30:00,3,3,星期三,1,8,1454.4266666666665,833.33333333333326,0,626.17166666666662,6000,0.4269,828.25499999999988,0,0,0,8158.3344450000004,620.89474399999995,0
2025-01-08,00:30-00:40,2025-01-08 00:40:00,4,3,星期三,1,8,1418.4385166666666,833.33333333333326,0,566.10601666666662,6000,0.42720000000000002,833.33333333333326,0,0,18.999166666666724,8908.3344450000004,605.95693431999996,0
2025-01-08,00:40-00:50,2025-01-08 00:50:00,5,3,星期三,1,8,1417.09375,833.33333333333326,0,567.1729499999999,6000,0.42709999999999998,833.33333333333326,0,0,16.587466666666842,9658.3344450000004,605.24074062499994,0
2025-01-08,00:50-01:00,2025-01-08 01:00:00,6,3,星期三,1,8,631.16833333333329,0,0,619.81666666666661,6000,0.42849999999999999,0,0,0,11.351666666666688,9658.3344450000004,270.45563083333332,0
2025-01-08,01:00-01:10,2025-01-08 01:10:00,7,3,星期三,1,8,650.05341666666664,0,0,621.4441333333333,6000,0.43109999999999998,0,0,0,28.609283333333337,9658.3344450000004,280.23802792499998,0
2025-01-08,01:10-01:20,2025-01-08 01:20:00,8,3,星期三,1,8,652.8062666666666,0,0,597.452,6000,0.43020000000000003,0,0,0,55.354266666666604,9658.3344450000004,280.83725591999996,0
2025-01-08,01:20-01:30,2025-01-08 01:30:00,9,3,星期三,1,8,969.54666666666662,333.33333333333331,0,602.71166666666659,6000,0.4279,333.33333333333331,0,0,33.501666666666722,9958.3344450000004,414.86901866666665,0
2025-01-08,01:30-01:40,2025-01-08 01:40:00,10,3,星期三,1,8,588.8356,0,0,655.65806666666663,6000,0.43120000000000003,0,0,66.822466666666628,0,9958.3344450000004,253.90591072000001,144.06923813333327
2025-01-08,01:40-01:50,2025-01-08 01:50:00,11,3,星期三,1,8,615.77688333333333,0,0,651.80441666666661,6000,0.43330000000000002,0,0,36.027533333333281,0,9958.3344450000004,266.81612354833334,78.053650966666552
2025-01-08,01:50-02:00,2025-01-08 02:00:00,12,3,星期三,1,8,677.45499999999993,0,0,620.57999999999993,6000,0.43109999999999998,0,0,0,56.875,9958.3344450000004,292.05085049999997,0
2025-01-08,02:00-02:10,2025-01-08 02:10:00,13,3,星期三,1,8,635.11183333333327,0,0,684.21583333333331,6000,0.42930000000000001,0,0,49.104000000000042,0,9958.3344450000004,272.65351004999997,105.4017360000001
2025-01-08,02:10-02:20,2025-01-08 02:20:00,14,3,星期三,1,8,640.8249166666667,0,0,687.62789999999995,6000,0.43240000000000001,0,0,46.802983333333259,0,9958.3344450000004,277.09269396666667,101.1880499666665
2025-01-08,02:20-02:30,2025-01-08 02:30:00,15,3,星期三,1,8,705.76999999999998,0,0,629.6633333333333,6000,0.43669999999999998,0,0,0,76.106666666666683,9958.3344450000004,308.20975899999996,0
2025-01-08,02:30-02:40,2025-01-08 02:40:00,16,3,星期三,1,8,684.99591666666652,0,0,667.84909999999991,6000,0.43480000000000002,0,0,0,17.146816666666609,9958.3344450000004,297.8362245666666,0
2025-01-08,02:40-02:50,2025-01-08 02:50:00,17,3,星期三,1,8,666.14908333333324,0,0,699.57645000000002,6000,0.4335,0,0,33.427366666666785,0,9958.3344450000004,288.77562762499997,72.453817250000256
2025-01-08,02:50-03:00,2025-01-08 03:00:00,18,3,星期三,1,8,683.69833333333327,0,0,678.02833333333331,6000,0.43569999999999998,0,0,0,5.6699999999999591,9958.3344450000004,297.88736383333327,0
2025-01-08,03:00-03:10,2025-01-08 03:10:00,19,3,星期三,1,8,681.0096166666666,0,0,667.97646666666662,6000,0.43740000000000001,0,0,0,13.033149999999978,9958.3344450000004,297.87360632999997,0
2025-01-08,03:10-03:20,2025-01-08 03:20:00,20,3,星期三,1,8,688.9604333333333,0,0,686.30803333333336,6000,0.43709999999999999,0,0,0,2.6523999999999432,9958.3344450000004,301.14460541,0
2025-01-08,03:20-03:30,2025-01-08 03:30:00,21,3,星期三,1,8,696.52999999999997,0,0,712.83500000000004,6000,0.43559999999999999,0,0,16.305000000000064,0,9958.3344450000004,303.40846799999997,35.512290000000135
2025-01-08,03:30-03:40,2025-01-08 03:40:00,22,3,星期三,1,8,658.89518333333331,0,0,717.49631666666664,6000,0.43530000000000002,0,0,58.601133333333337,0,9958.3344450000004,286.81707330500001,127.5453667
2025-01-08,03:40-03:50,2025-01-08 03:50:00,23,3,星期三,1,8,651.79160000000002,0,0,724.36446666666666,6000,0.436,0,0,72.572866666666641,0,9958.3344450000004,284.1811376,158.20884933333329
2025-01-08,03:50-04:00,2025-01-08 04:00:00,24,3,星期三,1,8,683.21833333333336,0,0,740.10666666666668,6000,0.43780000000000002,0,0,56.888333333333321,0,9958.3344450000004,299.11298633333337,124.52856166666665
2025-01-08,04:00-04:10,2025-01-08 04:10:00,25,3,星期三,1,8,687.31038333333322,0,0,741.62824999999998,6000,0.44009999999999999,0,0,54.31786666666676,0,9958.3344450000004,302.48529970499993,119.52646560000019
2025-01-08,04:10-04:20,2025-01-08 04:20:00,26,3,星期三,1,8,694.83446666666669,0,0,713.59973333333323,6000,0.43890000000000001,0,0,18.765266666666548,0,9958.3344450000004,304.96284742,41.180377699999745
2025-01-08,04:20-04:30,2025-01-08 04:30:00,27,3,星期三,1,8,710.03999999999996,0,0,688.80833333333339,6000,0.43640000000000001,0,0,0,21.23166666666657,9958.3344450000004,309.86145599999998,0
2025-01-08,04:30-04:40,2025-01-08 04:40:00,28,3,星期三,1,8,702.87036666666665,0,0,715.7632666666666,6000,0.43930000000000002,0,0,12.892899999999941,0,9958.3344450000004,308.77095207666667,28.319254849999872
2025-01-08,04:40-04:50,2025-01-08 04:50:00,29,3,星期三,1,8,710.30949999999996,0,0,726.01938333333328,6000,0.44219999999999998,0,0,15.709883333333323,0,9958.3344450000004,314.09886089999998,34.734552049999976
2025-01-08,04:50-05:00,2025-01-08 05:00:00,30,3,星期三,1,8,723.64999999999986,0,0,700.73333333333323,6000,0.4395,0,0,0,22.916666666666629,9958.3344450000004,318.04417499999994,0
2025-01-08,05:00-05:10,2025-01-08 05:10:00,31,3,星期三,1,8,701.36981904761899,0,0,688.21348333333322,6000,0.43330000000000002,0,0,0,13.156335714285774,9958.3344450000004,303.90354259333333,0
2025-01-08,05:10-05:20,2025-01-08 05:20:00,32,3,星期三,1,8,717.02054999999996,0,0,688.12726666666663,6000,0.44390000000000002,0,0,0,28.893283333333329,9958.3344450000004,318.28542214499998,0
2025-01-08,05:20-05:30,2025-01-08 05:30:00,33,3,星期三,1,8,742.76499999999999,0,0,690.03166666666652,6000,0.43009999999999998,0,0,0,52.733333333333462,9958.3344450000004,319.46322649999996,0
2025-01-08,05:30-05:40,2025-01-08 05:40:00,34,3,星期三,1,8,1524.7683976190474,833.33333333333326,0,705.62038333333339,6000,0.37130000000000002,819.148014285714,0,0,0,10695.567657857144,566.14650603595237,0
2025-01-08,05:40-05:50,2025-01-08 05:50:00,35,3,星期三,1,8,749.68888333333337,0,0,815.77288333333331,6000,0.57079999999999997,0,0,66.083999999999946,0,10695.567657857144,427.92241460666668,188.60373599999986
2025-01-08,05:50-06:00,2025-01-08 06:00:00,36,3,星期三,1,8,894.89666666666665,0,0,943.60166666666657,6000,0.90990000000000004,0,0,48.704999999999927,0,10695.567657857144,814.26647700000001,221.58339749999968
2025-01-08,06:00-06:10,2025-01-08 06:10:00,37,3,星期三,1,8,231.75469761904753,0,675,920.92346666666663,6000,0.93679999999999997,0,675,14.168769047619094,0,9945.5676578571438,217.10780072952372,66.366514219047843
2025-01-08,06:10-06:20,2025-01-08 06:20:00,38,3,星期三,1,8,886.1488333333333,0,0,905.84574999999995,6000,0.87580000000000002,0,0,19.696916666666652,0,9945.5676578571438,776.08914823333328,86.252798083333275
2025-01-08,06:20-06:30,2025-01-08 06:30:00,39,3,星期三,1,8,899.96999999999991,0,0,939.45833333333326,6000,0.87590000000000001,0,0,39.488333333333344,0,9945.5676578571438,788.2837229999999,172.93915583333339
2025-01-08,06:30-06:40,2025-01-08 06:40:00,40,3,星期三,1,8,907.03909285714292,0,0,910.57186666666666,6000,0.86009999999999998,0,0,3.5327738095237464,0,9945.5676578571438,780.14432376642856,15.19269376785687
2025-01-08,06:40-06:50,2025-01-08 06:50:00,41,3,星期三,1,8,907.40016666666656,0,0,898.11541666666665,6000,0.84419999999999995,0,0,0,9.2847499999999172,9945.5676578571438,766.02722069999982,0
2025-01-08,06:50-07:00,2025-01-08 07:00:00,42,3,星期三,1,8,903.12821428571419,0,0,909.52500000000009,6000,0.83340000000000003,0,0,6.3967857142858975,0,9945.5676578571438,752.66705378571419,26.655406071429333
2025-01-08,07:00-07:10,2025-01-08 07:10:00,43,3,星期三,1,8,874.28964761904763,0,0,862.64945,6000,0.80920000000000003,0,0,0,11.640197619047626,9945.5676578571438,707.47518285333342,0
2025-01-08,07:10-07:20,2025-01-08 07:20:00,44,3,星期三,1,8,841.98340000000007,0,0,837.02161666666655,6000,0.79720000000000002,0,0,0,4.9617833333335284,9945.5676578571438,671.22916648000012,0
2025-01-08,07:20-07:30,2025-01-08 07:30:00,45,3,星期三,1,8,793.33809523809509,0,0,821.16791666666654,6000,0.76439999999999997,0,0,27.829821428571449,0,9945.5676578571438,606.42763999999988,106.36557750000009
2025-01-08,07:30-07:40,2025-01-08 07:40:00,46,3,星期三,1,8,1556.0662452380952,833.33333333333326,0,743.42461666666668,6000,0.68989999999999996,812.64162857142856,0,0,0,10676.94512357143,1073.5301025897618,0
2025-01-08,07:40-07:50,2025-01-08 07:50:00,47,3,星期三,1,8,801.93780952380951,0,0,801.38609999999994,6000,0.85999999999999999,0,0,0,0.55170952380956351,10676.94512357143,689.66651619047616,0
2025-01-08,07:50-08:00,2025-01-08 08:00:00,48,3,星期三,1,8,126.48660714285722,0,833.33333333333326,947.34541666666667,6000,1.1617,0,820.85880952380944,0,0,9764.8797796560866,146.93949151785722,0
2025-01-08,08:00-08:10,2025-01-08 08:10:00,49,3,星期三,1,8,101.12783095238092,0,833.33333333333326,918.10055000000011,6000,1.1682999999999999,0,816.97271904761919,0,0,8857.1323140476215,118.14764490166661,0
2025-01-08,08:10-08:20,2025-01-08 08:20:00,50,3,星期三,1,8,13.205649999999878,0,833.33333333333326,838.68703333333326,6000,1.0955999999999999,0,825.48138333333338,0,0,7939.9307770105843,14.468110139999865,0
2025-01-08,08:20-08:30,2025-01-08 08:30:00,51,3,星期三,1,8,0,0,801.00083333333328,798.11166666666668,6000,1.0849,0,798.11166666666668,0,0,7053.1400362698432,0,0
2025-01-08,08:30-08:40,2025-01-08 08:40:00,52,3,星期三,1,8,0,0,776.84488095238078,755.99285000000009,6000,1.0609999999999999,0,755.99285000000009,0,0,6213.1479807142878,0,0
2025-01-08,08:40-08:50,2025-01-08 08:50:00,53,3,星期三,1,8,0,0,711.74789047619038,701.2669166666667,6000,1.0429999999999999,0,701.2669166666667,0,0,5433.9625177513244,0,0
2025-01-08,08:50-09:00,2025-01-08 09:00:00,54,3,星期三,1,8,0,0,632.462619047619,647.95000000000005,6000,1.036,0,632.462619047619,15.487380952381045,0,4731.2262743650808,0,80.224633333333813
2025-01-08,09:00-09:10,2025-01-08 09:10:00,55,3,星期三,1,8,0,0,620.73848333333331,613.79291666666666,6000,1.0146999999999999,0,613.79291666666666,0,0,4049.2341447354511,0,0
2025-01-08,09:10-09:20,2025-01-08 09:20:00,56,3,星期三,1,8,0,0,590.94504761904761,568.23698333333323,6000,0.99219999999999997,0,568.23698333333323,0,0,3417.8597188095255,0,0
2025-01-08,09:20-09:30,2025-01-08 09:30:00,57,3,星期三,1,8,0,0,533.37523809523805,508.30666666666667,6000,0.96999999999999997,0,508.30666666666667,0,0,2853.0745336243403,0,0
2025-01-08,09:30-09:40,2025-01-08 09:40:00,58,3,星期三,1,8,520.15904999999998,0,0,466.51016666666658,6000,0.94220000000000004,0,0,0,53.648883333333401,2853.0745336243403,490.09385691,0
2025-01-08,09:40-09:50,2025-01-08 09:50:00,59,3,星期三,1,8,479.39641666666449,0,0.73877380952599192,456.19139999999999,6000,0.95689999999999997,0,0,0,23.205016666664505,2853.0745336243403,458.73443110833125,0
2025-01-08,09:50-10:00,2025-01-08 10:00:00,60,3,星期三,1,8,0,0,413.04244047619051,445.81791666666652,6000,0.99770000000000003,0,413.04244047619051,32.775476190476013,0,2394.1384886507954,0,163.5004629761896
2025-01-08,10:00-10:10,2025-01-08 10:10:00,61,3,星期三,1,8,0,0,391.57241904761895,392.71481666666671,6000,0.9919,0,391.57241904761895,1.1423976190477561,0,1959.0580230423298,0,5.6657209916673468
2025-01-08,10:10-10:20,2025-01-08 10:20:00,62,3,星期三,1,8,0,0,352.690680952381,364.23895000000005,6000,0.95879999999999999,0,352.690680952381,11.548269047619044,0,1567.1794886507953,0,55.36240181428569
2025-01-08,10:20-10:30,2025-01-08 10:30:00,63,3,星期三,1,8,302.39648809523817,0,0,364.95416666666654,6000,0.95489999999999997,0,0,62.557678571428369,0,1567.1794886507953,288.7584064821429,298.68163633928475
2025-01-08,10:30-10:40,2025-01-08 10:40:00,64,3,星期三,1,8,0,0,314.8406928571427,330.3875666666666,6000,0.9839,0,314.8406928571427,15.546873809523902,0,1217.3564965873034,0,76.48284570595284
2025-01-08,10:40-10:50,2025-01-08 10:50:00,65,3,星期三,1,8,323.42519047619055,0,0,282.12116666666662,6000,0.79900000000000004,0,0,0,41.304023809523926,1217.3564965873034,258.41672719047625,0
2025-01-08,10:50-11:00,2025-01-08 11:00:00,66,3,星期三,1,8,1132.5817857142856,833.33333333333326,0,247.30833333333339,6000,0.50249999999999995,833.33333333333326,0,0,51.940119047618964,1967.3564965873034,569.12234732142849,0
2025-01-08,11:00-11:10,2025-01-08 11:10:00,67,3,星期三,1,8,1113.3595428571427,833.33333333333326,0,226.02713333333332,6000,0.4662,833.33333333333326,0,0,53.999076190476217,2717.3564965873034,519.04821887999992,0
2025-01-08,11:10-11:20,2025-01-08 11:20:00,68,3,星期三,1,8,1106.3314142857141,833.33333333333326,0,180.17958333333337,6000,0.50070000000000003,833.33333333333326,0,0,92.818497619047548,3467.3564965873034,553.9401391328571,0
2025-01-08,11:20-11:30,2025-01-08 11:30:00,69,3,星期三,1,8,1091.3836904761902,833.33333333333326,0,116.1541666666667,6000,0.48270000000000002,833.33333333333326,0,0,141.89619047619021,4217.3564965873029,526.81090739285696,0
2025-01-08,11:30-11:40,2025-01-08 11:40:00,70,3,星期三,1,8,1040.8454761904763,833.33333333333326,0,84.398633333333379,6000,0.47849999999999998,833.33333333333326,0,0,123.11350952380974,4967.3564965873029,498.04456035714293,0
2025-01-08,11:40-11:50,2025-01-08 11:50:00,71,3,星期三,1,8,973.58207142857134,833.33333333333326,0,94.694766666666652,6000,0.4662,833.33333333333326,0,0,45.553971428571458,5717.3564965873029,453.88396169999999,0
2025-01-08,11:50-12:00,2025-01-08 12:00:00,72,3,星期三,1,8,944.90309523809515,833.33333333333326,0,111.36041666666672,6000,0.44319999999999998,833.33333333333326,0,0,0.20934523809512484,6467.3564965873029,418.78105180952377,0
2025-01-08,12:00-12:10,2025-01-08 12:10:00,73,3,星期三,1,8,990.31854523809488,833.33333333333326,0,84.748416666666643,6000,0.44109999999999999,833.33333333333326,0,0,72.236795238094942,7217.3564965873029,436.82951030452364,0
2025-01-08,12:10-12:20,2025-01-08 12:20:00,74,3,星期三,1,8,976.30450714285689,833.33333333333326,0,47.02794999999999,6000,0.4551,833.33333333333326,0,0,95.943223809523602,7967.3564965873029,444.3161812007142,0
2025-01-08,12:20-12:30,2025-01-08 12:30:00,75,3,星期三,1,8,921.86702380952397,833.33333333333326,0,25.131250000000058,6000,0.44629999999999997,833.33333333333326,0,0,63.402440476190691,8717.3564965873029,411.4292527261905,0
2025-01-08,12:30-12:40,2025-01-08 12:40:00,76,3,星期三,1,8,975.37643333333324,833.33333333333326,0,21.555699999999888,6000,0.4113,833.33333333333326,0,0,120.48740000000009,9467.3564965873029,401.17232702999996,0
2025-01-08,12:40-12:50,2025-01-08 12:50:00,77,3,星期三,1,8,1028.2078119047619,833.33333333333326,0,44.685099999999991,6000,0.56820000000000004,833.33333333333326,0,0,150.18937857142862,10217.356496587303,584.22767872428574,0
2025-01-08,12:50-13:00,2025-01-08 13:00:00,78,3,星期三,1,8,203.55970238095233,0,0,89.564166666666694,6000,0.82789999999999997,0,0,0,113.99553571428564,10217.356496587303,168.52707760119043,0
2025-01-08,13:00-13:10,2025-01-08 13:10:00,79,3,星期三,1,8,234.21289047619075,0,0,139.94991666666661,6000,0.86360000000000003,0,0,0,94.262973809524141,10217.356496587303,202.26625221523835,0
2025-01-08,13:10-13:20,2025-01-08 13:20:00,80,3,星期三,1,8,265.7951880952379,0,0,193.89175000000006,6000,0.84160000000000001,0,0,0,71.903438095237846,10217.356496587303,223.69323030095222,0
2025-01-08,13:20-13:30,2025-01-08 13:30:00,81,3,星期三,1,8,270.29071428571416,0,0,231.65458333333328,6000,0.86180000000000001,0,0,0,38.636130952380881,10217.356496587303,232.93653757142846,0
2025-01-08,13:30-13:40,2025-01-08 13:40:00,82,3,星期三,1,8,252.81125238095242,0,0,229.56566666666654,6000,0.86229999999999996,0,0,0,23.24558571428588,10217.356496587303,217.99914292809527,0
2025-01-08,13:40-13:50,2025-01-08 13:50:00,83,3,星期三,1,8,281.85557619047614,0,0,232.41666666666666,6000,0.90259999999999996,0,0,0,49.438909523809485,10217.356496587303,254.40284306952375,0
2025-01-08,13:50-14:00,2025-01-08 14:00:00,84,3,星期三,1,8,0,0,348.37982142857146,259.60416666666663,6000,0.97540000000000004,0,259.60416666666663,0,0,9928.9074225132281,0,0
2025-01-08,14:00-14:10,2025-01-08 14:10:00,85,3,星期三,1,8,0,0,376.24721666666665,295.06553333333341,6000,1.0002,0,295.06553333333341,0,0,9601.0568299206352,0,0
2025-01-08,14:10-14:20,2025-01-08 14:20:00,86,3,星期三,1,8,0,0,392.25925000000007,350.89478333333329,6000,0.99780000000000002,0,350.89478333333329,0,0,9211.173737328043,0,0
2025-01-08,14:20-14:30,2025-01-08 14:30:00,87,3,星期三,1,8,0,0,415.10559523809525,424.01125000000002,6000,1.0270999999999999,0,415.10559523809525,8.9056547619047706,0,8749.9452981746035,0,45.734990029761946
