date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,soc_reserve_kwh,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost
2025-06-01,00:00-00:10,2025-06-01 00:10:00,1,7,星期日,6,152,598.01054412719611,62.693191938468985,833.33333333333326,1647.4340731567586,718.92688333333331,9457.6230255799437,0.42480000000000001,0,120.9163392061372,0,0,9323.2715375731241,254.03487914523291,0
2025-06-01,00:10-00:20,2025-06-01 00:20:00,2,7,星期日,6,152,609.42369179136597,492.79765617092681,833.33333333333326,1656.9031063174307,681.87834999999995,9457.6230255799437,0.42449999999999999,0,72.454658208633987,0,0,9242.7663617857525,258.70035716543487,0
2025-06-01,00:20-00:30,2025-06-01 00:30:00,3,7,星期日,6,152,626.83590986446268,71.086262053370774,833.33333333333326,1653.6843290572997,673.10833333333335,9457.6230255799437,0.4269,0,46.27242346887067,0,0,9191.3525579314519,267.59624992113913,0
2025-06-01,00:30-00:40,2025-06-01 00:40:00,4,7,星期日,6,152,597.53994547187972,46.709824719780485,833.33333333333326,1667.7941968435409,683.15264999999999,9457.6230255799437,0.42720000000000002,0,85.612704528120275,0,0,9096.2273306779844,255.26906470558703,0
2025-06-01,00:40-00:50,2025-06-01 00:50:00,5,7,星期日,6,152,589.55674745900251,49.332190095968471,101.2064811555132,1708.2103425879361,693.08809999999994,9457.6230255799437,0.42709999999999998,0,101.2064811555132,2.3248713854842293,0,8983.7756849496363,251.79968683973996,4.9647628437015721
2025-06-01,00:50-01:00,2025-06-01 01:00:00,6,7,星期日,6,152,598.8560498564608,69.615439051816338,12.303104355570099,1741.7378039022533,684.74666666666656,9457.6230255799437,0.42849999999999999,0,12.303104355570099,73.587512454635657,0,8970.1055689990026,256.60981736349345,157.66124543405689
2025-06-01,01:00-01:10,2025-06-01 01:10:00,7,7,星期日,6,152,583.64816598064419,40.666184991467034,28.082297311684215,1742.923974245027,656.15228333333334,9457.6230255799437,0.43109999999999998,0,28.082297311684215,44.421820041004935,0,8938.903016430464,251.61072435425569,95.751233098386137
2025-06-01,01:10-01:20,2025-06-01 01:20:00,8,7,星期日,6,152,598.32013294224407,63.971862473342419,17.607736268434564,1748.766072355914,658.03883333333329,9457.6230255799437,0.43020000000000003,0,17.607736268434564,42.11096412265465,0,8919.3388650210927,257.39732119175341,90.580683827830157
2025-06-01,01:20-01:30,2025-06-01 01:30:00,9,7,星期日,6,152,607.62627648337332,44.542507605807572,23.056027934148673,1764.3814323902452,671.07999999999993,9457.6230255799437,0.4279,0,23.056027934148673,40.397695582477937,0,8893.7210562053715,260.00328370723543,86.430869698711547
2025-06-01,01:30-01:40,2025-06-01 01:40:00,10,7,星期日,6,152,589.91286383230306,40.359815330580545,28.775046001250729,1726.3747107319352,634.89059999999995,9457.6230255799437,0.43120000000000003,0,28.775046001250729,16.20269016644616,0,8861.7487828706489,254.37042688448909,34.932999998857923
2025-06-01,01:40-01:50,2025-06-01 01:50:00,11,7,星期日,6,152,563.74511823748571,11.732494234216233,44.632947519679163,1705.6408549387709,650.6849166666666,9457.6230255799437,0.43330000000000002,0,44.632947519679163,42.306850909501719,0,8812.1566189598943,244.27075973230257,91.657792495435473
2025-06-01,01:50-02:00,2025-06-01 02:00:00,12,7,星期日,6,152,577.2382218121063,30.628807917149288,53.626518383531561,1705.4249626361666,701.22166666666658,9457.6230255799437,0.43109999999999998,0,53.626518383531561,70.356926471028714,0,8752.5715985337483,248.84739742319903,151.65435500830239
2025-06-01,02:00-02:10,2025-06-01 02:10:00,13,7,星期日,6,152,594.07559483666921,35.082795338741562,29.660400880524307,1698.6312408516123,666.54781666666668,9457.6230255799437,0.42930000000000001,0,29.660400880524307,42.811820949473159,0,8719.6155975553884,255.0366528633821,91.895573668044136
2025-06-01,02:10-02:20,2025-06-01 02:20:00,14,7,星期日,6,152,587.93654585950435,34.457880008615689,36.312406483768136,1662.9512922445551,648.88696666666669,9457.6230255799437,0.43240000000000001,0,36.312406483768136,24.638014323394209,0,8679.2684792400905,254.2237624296497,53.267386967178275
2025-06-01,02:20-02:30,2025-06-01 02:30:00,15,7,星期日,6,152,584.59802271248475,56.252676136957106,41.200903817910529,1629.9549203809943,669.99499999999989,9457.6230255799437,0.43669999999999998,0,41.200903817910529,44.196073469604613,0,8633.4896972201896,255.29395651854207,96.502126420881666
2025-06-01,02:30-02:40,2025-06-01 02:40:00,16,7,星期日,6,152,595.10915186191767,30.258746795661398,34.182080173560962,1611.6278994753573,649.28188333333333,9457.6230255799437,0.43480000000000002,0,34.182080173560962,19.990651297854697,0,8595.5096081384545,258.75345922956183,43.45967592153611
2025-06-01,02:40-02:50,2025-06-01 02:50:00,17,7,星期日,6,152,617.54599690451005,36.525061779975893,12.71672093214514,1578.5307911903501,644.07835,9457.6230255799437,0.4335,0,12.71672093214514,13.815632163344812,0,8581.3799182138482,267.70618965810513,29.945382714049881
2025-06-01,02:50-03:00,2025-06-01 03:00:00,18,7,星期日,6,152,594.63863737607824,32.664083377489305,35.7606254842228,1599.4899277648601,662.03166666666664,9457.6230255799437,0.43569999999999998,0,35.7606254842228,31.632403806365602,0,8541.6458898980454,259.08405430475727,68.911191692167449
2025-06-01,03:00-03:10,2025-06-01 03:10:00,19,7,星期日,6,152,581.25220610046438,14.955137749847369,59.966345941118561,1600.2744013763584,647.2992999999999,9457.6230255799437,0.43740000000000001,0,59.966345941118561,6.0807479584169641,0,8475.0166166301351,254.23971494834313,13.298595785057902
2025-06-01,03:10-03:20,2025-06-01 03:20:00,20,7,星期日,6,152,588.6752706340269,13.551456437381477,55.028092443349919,1619.9723351282155,630.97863333333328,9457.6230255799437,0.43709999999999999,0,42.303362699306376,0,0,8428.0128802975723,257.30996079413313,0
2025-06-01,03:20-03:30,2025-06-01 03:30:00,21,7,星期日,6,152,593.38073484991378,25.599769435178771,46.064322683094062,1609.1813786791588,625.60166666666669,9457.6230255799437,0.43559999999999999,0,32.220931816752909,0,0,8392.2118449456248,258.47664810062241,0
2025-06-01,03:30-03:40,2025-06-01 03:40:00,22,7,星期日,6,152,597.66349630008835,30.359785223549309,52.686666121369782,1599.662320506736,612.75394999999992,9457.6230255799437,0.43530000000000002,0,15.090453699911563,0,0,8375.4446741679458,260.16291993942849,0
2025-06-01,03:40-03:50,2025-06-01 03:50:00,23,7,星期日,6,152,618.20075150565299,63.337759722826149,35.421701583840985,1585.1254226999354,613.62318333333326,9457.6230255799437,0.436,4.5775681723197295,0,0,0,8379.564485523033,269.53552765646469,0
2025-06-01,03:50-04:00,2025-06-01 04:00:00,24,7,星期日,6,152,597.06334150670534,31.590063016172166,49.041796002125068,1570.221627236077,623.49166666666656,9457.6230255799437,0.43780000000000002,0,26.428325159961219,0,0,8350.1996797897427,261.39433091163562,0
2025-06-01,04:00-04:10,2025-06-01 04:10:00,25,7,星期日,6,152,595.58437318948995,21.873044120419877,41.971037497303044,1598.0641866256265,615.58169999999996,9457.6230255799437,0.44009999999999999,0,19.997326810510003,0,0,8327.980427778064,262.11668264069453,0
2025-06-01,04:10-04:20,2025-06-01 04:20:00,26,7,星期日,6,152,587.03995506867807,27.558589077070906,60.631615258479613,1626.5013313548307,618.24658333333332,9457.6230255799437,0.43890000000000001,0,31.206628264655251,0,0,8293.306396372891,257.65183627964279,0
2025-06-01,04:20-04:30,2025-06-01 04:30:00,27,7,星期日,6,152,589.56735184110391,30.858781582777056,66.195920718601158,1595.5125731770931,631.58500000000004,9457.6230255799437,0.43640000000000001,0,42.017648158896122,0,0,8246.6201206407841,257.28719234345778,0
2025-06-01,04:30-04:40,2025-06-01 04:40:00,28,7,星期日,6,152,593.7411455333621,52.800847941543097,60.487382554137014,1512.7076044885987,624.44706666666661,9457.6230255799437,0.43930000000000002,0,30.705921133304514,0,0,8212.5024304926683,260.83048523280598,0
2025-06-01,04:40-04:50,2025-06-01 04:50:00,29,7,星期日,6,152,609.70783889365202,42.29485933110287,20.715413772132784,1508.2013619113295,612.45958333333328,9457.6230255799437,0.44219999999999998,0,2.7517444396812607,0,0,8209.4449366707995,269.6128063587729,0
2025-06-01,04:50-05:00,2025-06-01 05:00:00,30,7,星期日,6,152,604.29425125628018,50.680023349365541,69.201140336820572,1517.409980714247,606.28499999999997,9457.6230255799437,0.4395,0,1.9907487437197915,0,0,8207.2329936222213,265.58732342713512,0
2025-06-01,05:00-05:10,2025-06-01 05:10:00,31,7,星期日,6,152,609.30611820788818,67.193756942326885,28.983454283072319,1537.916317892194,589.84013333333337,9457.6230255799437,0.43330000000000002,19.465984874554806,0,0,0,8224.7523800093204,264.01234101947796,0
2025-06-01,05:10-05:20,2025-06-01 05:20:00,32,7,星期日,6,152,569.13861444229701,72.286005627775396,29.408933296933181,1603.8476628199151,569.21704999999997,9457.6230255799437,0.44390000000000002,0,0.078435557702960068,0,0,8224.6652293896514,252.64063095093564,0
2025-06-01,05:20-05:30,2025-06-01 05:30:00,33,7,星期日,6,152,537.16094813779455,52.927338094737806,0.13475597925857974,1702.2991536666843,534.86041666666665,9457.6230255799437,0.43009999999999998,2.300531471127897,0,0,0,8226.7357077136658,231.03292379406543,0
2025-06-01,05:30-05:40,2025-06-01 05:40:00,34,7,星期日,6,152,1286.806626181032,833.33333333333326,0,1745.5202839231692,486.61158333333333,9457.6230255799437,0.37130000000000002,800.19504284769869,0,0,0,8946.9112462765952,477.7913003010172,0
2025-06-01,05:40-05:50,2025-06-01 05:50:00,35,7,星期日,6,152,511.79609468581594,22.959469300431294,43.890820150191473,1705.7734137790142,529.0291166666666,9457.6230255799437,0.57079999999999997,0,17.233021980850651,0,0,8927.7634440756501,292.1332108466637,0
