date,requested_gap,achieved_gap,selected_reliable,computational_limited,audit_sha256
2025-02-01,0.01,0.0064778252981761743,True,False,8542a0f5e98f4512708afc27fe9a9a06fa074646099d3c55455e6c13213b7db3
2025-02-02,0.01,0.0088941233102032887,True,False,bcab4ac98428624d38052533468df0d3073bcb011318e55bc4abc21e1610f1ea
2025-02-03,0.01,0.0088938955825479081,True,False,c219e0f478081f7ba9cc9bbebd51e841a506510a6ce0717d1db7743b69513b1d
2025-02-04,0.01,0.0091740360699031111,True,False,ccdd7c6b20014d775f10169da84370c440ddc7d7c3a43676e83d1b2560fbfe03
2025-02-05,0.01,0.0053396090706831828,True,False,de60cae3bedf862c8c6c403fc6fae5e7db331e66e6109a5d3d3777a6eab4287a
2025-02-06,0.01,0.0071694584514467898,True,False,b817e51faf51345d58ec38f1b931b758eb18c3c8ab7b67af2f2844f35d2fe328
2025-02-07,0.01,0.0081138066914242888,True,True,61ba7cc1626c2c54692e04f66ce71b8273dec5a8b841aaa1ef731eb4a5529a3a
2025-02-08,0.01,0.0081945012308421231,True,True,e2e8bd89f2d9f4f24fc17a8b6245b09f8cdd337d1b16aa4e2518be40f59761d2
2025-02-09,0.01,0.006060160637426662,True,False,ba0dac3b3a2bebca5388452bc5d45c878662446f13488587329a667a68684c4d
2025-02-10,0.01,0.005581032544845454,True,False,77e87adca4514718a3c03cad4bbbae22aac3dbdb992e406de6f1f0d41bebcd3e
2025-02-11,0.01,0.0054452129960649463,True,False,19868ed3f5365f066a383e0461221386c5bd8d22cd422148e71cac660ba46209
2025-02-12,0.01,0.0055772854452572074,True,False,2f86c586ce9a9c2c72f05ba8564d7ad63b37bc2c0892dea23b0d193db3efbcc5
2025-02-13,0.01,0.0061508899879777392,True,False,6e790d05c98768c054df9c9bc3dc3f928de1118f163fa7d1e4a950d6aa6c76d9
2025-02-14,0.01,0.0053076876211120283,True,False,0ed374edadaa6ed71c11f0c080d0dc6a8afba50f99d4a734903aa023596c97f2
2025-02-15,0.01,0.0069866198688966763,True,False,9e078ac6bfa43db958c8fdcc783daa103a64c6349faa85427d5c52b4b57e96b3
2025-02-16,0.01,0.0064506855744406438,True,False,b1399178c11017e69182e3ee2aaa75abbb97b5ae44c94ae43ff45d01baea1636
2025-02-17,0.01,0.0063421237737460801,True,False,1864877c423fc4012e6ea9c2c6b30ba4b670a7284744c7ce6df7e796078cd676
2025-02-18,0.01,0.0058277573429629005,True,False,0972d8aa0384674bedc31c0b6ecd80f0d73743f061cbf0492c7be8a0d74d881f
2025-02-19,0.01,0.0065491022112435533,True,False,6d6fa757f55d16821cf260f235ff14854b6031265dd8f473c8aab5edf41cc40a
2025-02-20,0.01,0.0055275591511508727,True,False,decb62c71b379efd7c2fb27329d4391436918576044b72a19275867ed5a0e5be
2025-02-21,0.01,0.0057186912035318898,True,False,e6786c7f8991d3a31ae3317c068b27af37780e330e7154b2f0ff711e35663e49
2025-02-22,0.01,0.004689956078027537,True,False,51964fa9ad4ff2eb238e11a2a5fab891def378fbb5770d210054f52dfc6f54da
2025-02-23,0.01,0.0051507311910088992,True,False,dfdda4b47707cc43fbf87fb2644626c822b3e09201098e6df139261f8558eff4
2025-02-24,0.01,0.0042414839185411302,True,False,e190e80622e07c076f512b095cec7bc6159dee7159840c27cfecec3a395bb1d5
2025-02-25,0.01,0.0048800668553077055,True,False,2ff8cba6d91068aea77e28e3121e8da6167bcc276a8e2934871933b9717640b7
2025-02-26,0.01,0.009993723513854632,True,False,93c1a9cbdf7bc8b29a6a1f5ce6699ef6f514f553150f576bb69f5449ce67c47e
2025-02-27,0.01,0.0095292646591592714,True,False,c098dbb2091783bb85e06a6d16519bddbf3ea33def21ba6c93f58f5454e2939f
2025-02-28,0.01,0.0064925426814292,True,False,e39a6ba2d057aedc61a1c6517f846b3f36b2c7c2b7b4e8b8e6419b698840e6e8
2025-03-01,0.01,0.0098227268008828535,True,False,4cc40801d26944af954c01deebeca64e386b1c31bb62922ffeed2e58ed2cccaf
2025-03-02,0.01,0.0098013401491093676,True,False,6a76f06309d36f9eb47dd934548bba1378551aef19e6f01704ab30ca40b90e82
2025-03-03,0.01,0.00999366360707395,True,False,db4fc5e376baa417a4b04f3cb7e759a83c364b5da51acbf2eb43c4dba21bb537
2025-03-04,0.01,0.0099917923498766617,True,True,899c17d2785d71390e142e75c04299a594a5449d99502eb945ef98de6701fcaa
2025-03-05,0.01,0.0099995323980979819,True,True,608a086a35b8706a04a98f5a40bce0a0d09e37f839a1f7c544e92778c0632a6a
2025-03-06,0.01,0.0099920217397438602,True,True,1dd58e8793a38d5d94d624385a6d9c3813e6d45e67ea4c3cd7b81656034c9cd1
2025-03-07,0.01,0.0070485987426992941,True,False,31ecc7e17d20a5aae4aebcf318f1eef22f5e5eecd14ad2d032fc02f23bea464a
2025-03-08,0.01,0.0099771494826214387,True,True,4f1cb9f5e860fed47d5cf3a20dc1db23291c49795ca989ee01b9972e733d6b57
2025-03-09,0.01,0.0081939106644203907,True,True,7ac06178a4d4f5afc5c68c12a41e9ac86dea84a170fb539804d8ce1002961baf
2025-03-10,0.01,0.0078129227888829641,True,True,e324f441e1494859b2eb6eabc467ef3372707153095a832f29261b1485cd9443
2025-03-11,0.01,0.0072719677332787726,True,True,c37b9a1d513785b61d08dc49c683a36510d6a620f8ed74d8dbe3980a2dce82c4
2025-03-12,0.01,0.0070478271439847525,True,True,a55080e6d9948bb55c0a482e2760bf61642a1717679c8a5cd4d5b47ed4a90b7a
2025-03-13,0.01,0.0099832248514299081,True,False,da4358b35b2ed144025d3c6e7b5b26129e4b43971ecd3d5737e8eae4884e0e67
2025-03-14,0.01,0.0039935811104592966,True,False,c5090858888e49da8bf1d90ee833267338de23d312eab4991abf03ad7b297a39
2025-03-15,0.01,0.0054228072236939071,True,True,a415994fd555353acba42fd90a3df79b19d498840c0bd5b665fb57fdc37e13e1
2025-03-16,0.01,0.0080136038324076665,True,True,06dbf12a35dfea4fe46fc8f0541420960fc035585c283147023b3752253c8375
2025-03-17,0.01,0.0090381215532949807,True,True,07b5fa8cf73eeafbd7d9e1ce1e7cd153458a2a1428201f928764856073b02c08
2025-03-18,0.01,0.0088140858990421282,True,True,841cc3ae182c392f86a114fa2beb1d540624d2000c81943a42057855b749547e
2025-03-19,0.01,0.0099997483123903021,True,True,dd85c03ffc65c372128de04b05bd5310caf43a784958d3ad629992166511c07d
2025-03-20,0.01,0.0099594366305977601,True,False,4d068cbfb53bb0cd6075f014b6fd7ec1999cedb0ead1fd473d586cb9b2cbb8e0
